行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,
固安县,北京新机场白家务水源地迁建项目廊坊市（固安）水源地工程,小王马村,0.0755,水工建筑用地,划拨,,水利管理业,0,廊坊市清泉供水有限责任公司,0.000.00,2019年12月22日,2019年12月25日,2020年12月25日,
固安县,北京新机场白家务水源地迁建项目廊坊市（固安）水源地工程,路外河村,0.1266,水工建筑用地,划拨,,水利管理业,0,廊坊市清泉供水有限责任公司,0.000.00,2019年12月22日,2019年12月25日,2020年12月25日,
固安县,北京新机场白家务水源地迁建项目廊坊市（固安）水源地工程,彭村西街,0.1029,水工建筑用地,划拨,,水利管理业,0,廊坊市清泉供水有限责任公司,0.000.00,2019年12月22日,2019年12月25日,2020年12月25日,
固安县,北京新机场白家务水源地迁建项目廊坊市（固安）水源地工程,彭村中街,0.0722,水工建筑用地,划拨,,水利管理业,0,廊坊市清泉供水有限责任公司,0.000.00,2019年12月22日,2019年12月25日,2020年12月25日,
固安县,北京新机场白家务水源地迁建项目廊坊市（固安）水源地工程,李外河村,0.0826,水工建筑用地,划拨,,水利管理业,0,廊坊市清泉供水有限责任公司,0.000.00,2019年12月22日,2019年12月25日,2020年12月25日,
固安县,北京新机场白家务水源地迁建项目廊坊市（固安）水源地工程,石各庄村,0.0967,水工建筑用地,划拨,,水利管理业,0,廊坊市清泉供水有限责任公司,0.000.00,2019年12月22日,2019年12月25日,2020年12月25日,
固安县,北京新机场白家务水源地迁建项目廊坊市（固安）水源地工程,路外河村,0.0746,水工建筑用地,划拨,,水利管理业,0,廊坊市清泉供水有限责任公司,0.000.00,2019年12月22日,2019年12月25日,2020年12月25日,
固安县,北京新机场白家务水源地迁建项目廊坊市（固安）水源地工程,袁庄村,0.0986,水工建筑用地,划拨,,水利管理业,0,廊坊市清泉供水有限责任公司,0.000.00,2019年12月22日,2019年12月25日,2020年12月25日,
廊坊市本级,廊坊开发区建设发展有限公司北京师范大学廊坊开发区附属学校,廊坊经济技术开发区云鹏道北侧、楼庄路东侧、梨园路西侧,30.33383,教育用地,协议出让,50,公共设施管理业,18589.48,廊坊开发区建设发展有限公司,0.8,2019年12月22日,2021年3月9日,2023年3月6日,
三河市,燕达养老科教综合楼,思菩兰西路东侧、南成路南侧,2.095341,教育用地,协议出让,50,教育业,8108.94,三河市燕达金色年华养护服务有限公司,1.5,2019年12月22日,2021年3月20日,2024年3月19日,
固安县,北京新机场白家务水源地迁建项目廊坊市（固安）水源地工程,北荆垡村,0.152,水工建筑用地,划拨,,水利管理业,0,廊坊市清泉供水有限责任公司,0.000.00,2019年12月20日,2019年12月25日,2020年12月25日,
大厂回族自治县,廊坊百德食品有限公司,工业四路北侧、福喜路东侧,0.872368,工业用地,挂牌出让,50,食品制造业,800,廊坊百德食品有限公司,0.702.50,2019年12月19日,2021年1月15日,2024年1月14日,
大厂回族自治县,力姆泰克（廊坊）传动设备有限公司,工业六路北侧、福喜三路东侧,1.144218,工业用地,挂牌出让,50,专用设备制造业,1305,力姆泰克（廊坊）传动设备有限公司,0.702.50,2019年12月19日,2021年1月15日,2024年1月14日,
廊坊市本级,廊坊市天同宏基房地产开发有限公司,规划支路以南，东安路以西,2.507098,城镇住宅用地,拍卖出让,70,房地产业,19360,廊坊市天同宏基房地产开发有限公司,1.302.20,2019年12月18日,2021年3月17日,2023年9月17日,
三河市,燕昌路消防站,102国道北侧，燕昌路西侧,0.4486,公用设施用地,划拨,,国家机构,0,三河市公安局,1.2,2019年12月17日,2021年3月16日,2023年3月15日,
三河市,燕郊潮白大街（徐尹路）检查站业务用房及备勤区,燕郊高新区潮白大街南侧，移动公司用地西侧,0.393,机关团体用地,划拨,,国家机构,0,三河市公安局,2,2019年12月17日,2021年3月16日,2023年3月15日,
廊坊市本级,廊坊市京御幸福房地产开发有限公司,新华路以东，纬三路以南，建设路以西，北凤道以北,5.811702,城镇住宅用地,拍卖出让,70,房地产业,46750,廊坊市京御幸福房地产开发有限公司,1.302.20,2019年12月16日,2021年3月15日,2023年9月15日,
大城县,大城县川流木材加工厂年加工200吨木材项目,叶庄子村,0.094833,工业用地,拍卖出让,50,木材加工及木、竹、藤、棕、草制品业,29,大城县川流木材加工厂,0.601.20,2019年12月13日,,,
大城县,大城县黄得务蒙诚摩托车配件厂年产20万件电动三轮车配件项目,黄得务村,0.282265,工业用地,拍卖出让,50,摩托车制造,86,大城县黄得务蒙诚摩托车配件厂,0.601.20,2019年12月13日,2021年6月13日,2023年6月12日,
大城县,河北万高化工建材有限公司年产12万平方米岩棉、玻璃棉、挤塑复合保温板项目,金地工业聚集区,0.13333,工业用地,拍卖出让,50,建筑装饰业,36,河北万高化工建材有限公司,0.901.20,2019年12月13日,,,
大城县,张文学,双庙村,0.333333,城镇住宅用地,拍卖出让,70,房地产业,265,张文学,1.302.00,2019年12月13日,,,
三河市,河北廊坊燕郊5G通信枢纽楼,潮白大街南侧、西二路西侧,1.4519,公用设施用地,协议出让,50,电信和其他信息传输服务业,348.456,中国移动通信集团河北有限公司燕郊分公司,1.002.00,2019年12月12日,2020年2月29日,2022年2月28日,
三河市,中国电信廊坊分公司燕郊通信枢纽项目,潮白大街南侧、西二路西侧,1.1892,公用设施用地,协议出让,50,电信和其他信息传输服务业,285.408,中国电信集团有限公司燕郊分公司,1.002.00,2019年12月12日,2020年2月29日,2022年2月28日,
文安县,文安县十马干渠水体达标治理工程配套污水处理厂项目,文安县左各庄镇十间房村西侧、清堤路南侧、南环路北侧,2.696567,公用设施用地,划拨,,公共设施管理业,0,左各庄镇人民政府,1,2019年12月11日,2021年6月10日,2023年6月9日,
廊坊市本级,开发区公共绿地项目,廊坊经济技术开发区,7.12964,公园与绿地,划拨,,公共设施管理业,0,廊坊经济技术开发区公用事业管理局,,2019年12月10日,,,
廊坊市本级,开发区公共绿地项目,廊坊经济技术开发区,0.28404,公园与绿地,划拨,,公共设施管理业,0,廊坊经济技术开发区公用事业管理局,,2019年12月10日,,,
廊坊市本级,开发区公共绿地项目,廊坊经济技术开发区,0.23476,公园与绿地,划拨,,公共设施管理业,0,廊坊经济技术开发区公用事业管理局,,2019年12月10日,,,
廊坊市本级,开发区公共绿地项目,廊坊经济技术开发区,1.25021,公园与绿地,划拨,,公共设施管理业,0,廊坊经济技术开发区公用事业管理局,,2019年12月10日,,,
廊坊市本级,代征道路,廊坊经济技术开发区,0.57892,城镇村道路用地,划拨,,国家机构,0,廊坊经济技术开发区管理委员会,,2019年12月10日,,,
廊坊市本级,代征道路,廊坊经济技术开发区,0.12291,城镇村道路用地,划拨,,国家机构,0,廊坊经济技术开发区管理委员会,,2019年12月10日,,,
廊坊市本级,代征道路,廊坊经济技术开发区,0.00124,城镇村道路用地,划拨,,国家机构,0,廊坊经济技术开发区管理委员会,,2019年12月10日,,,
廊坊市本级,代征道路,廊坊经济技术开发区,0.00337,城镇村道路用地,划拨,,国家机构,0,廊坊经济技术开发区管理委员会,,2019年12月10日,,,
廊坊市本级,代征道路,廊坊经济技术开发区,0.25365,城镇村道路用地,划拨,,国家机构,0,廊坊经济技术开发区管理委员会,,2019年12月10日,,,
廊坊市本级,开发区公共绿地项目,廊坊经济技术开发区,0.04967,公园与绿地,划拨,,公共设施管理业,0,廊坊经济技术开发区公用事业管理局,,2019年12月10日,,,
廊坊市本级,代征道路,廊坊经济技术开发区,0.00224,城镇村道路用地,划拨,,国家机构,0,廊坊经济技术开发区管理委员会,,2019年12月10日,,,
廊坊市本级,开发区公共绿地项目,廊坊经济技术开发区,0.52791,公园与绿地,划拨,,公共设施管理业,0,廊坊经济技术开发区公用事业管理局,,2019年12月10日,,,
廊坊市本级,开发区公共绿地项目,廊坊经济技术开发区,0.93366,公园与绿地,划拨,,公共设施管理业,0,廊坊经济技术开发区公用事业管理局,,2019年12月10日,,,
廊坊市本级,开发区公共绿地项目,廊坊经济技术开发区,0.10248,公园与绿地,划拨,,公共设施管理业,0,廊坊经济技术开发区公用事业管理局,,2019年12月10日,,,
霸州市,年产100万件五金配件项目,东段乡崔家堡村，廊大路西侧、锦华路南侧,0.8574,工业用地,挂牌出让,50,金属制品业,405,霸州市海洪金属制品有限公司,1.200.00,2019年12月9日,2021年3月7日,2023年3月6日,
霸州市,年产20万套家具配件项目,东段乡马家堡村，津保高速南侧,0.3667,工业用地,挂牌出让,50,金属制品业,165,霸州市海洪金属制品有限公司,1.200.00,2019年12月9日,2021年3月7日,2023年3月6日,
霸州市,年产5万套钢木家具、5万套展示柜项目,东段乡王家堡村，霸扬公路南侧,0.259,工业用地,挂牌出让,20,家具制造业,74,霸州市东段新域高展具厂,1.200.00,2019年12月6日,2021年3月4日,2023年3月3日,
霸州市,年产30万套钢木家具项目,东段乡王家堡村，霸扬公路南侧,0.8929,工业用地,挂牌出让,20,家具制造业,259,霸州市东段三新家具厂,1.200.00,2019年12月6日,2021年3月4日,2023年3月3日,
霸州市,改建年产80万套木门项目,东段乡王家堡村，霸扬公路南侧,0.4149,工业用地,挂牌出让,20,家具制造业,109,霸州市三胜木一木业有限公司,1.200.00,2019年12月6日,2021年3月4日,2023年3月3日,
霸州市,年产60万吨彩涂板、40万吨镀锡板项目,东段乡牛百万村，胜芳镇东环路东侧,4.0619,工业用地,挂牌出让,50,金属制品业,2235,河北兆建金属制品有限公司,1.200.00,2019年12月6日,2021年3月4日,2023年3月3日,
霸州市,年产60万吨彩涂板、40万吨镀锡板项目,东段乡牛百万村，胜芳镇东环路东侧,1.552,工业用地,挂牌出让,50,金属制品业,605,河北兆建金属制品有限公司,1.200.00,2019年12月6日,2021年3月4日,2023年3月3日,
霸州市,新建现代化有机菊苣培育加工中心项目,霸州市康仙庄镇于崔庄村,1.3023,工业用地,挂牌出让,20,农、林、牧、渔服务业,391,霸州市禹德农业科技有限公司,1.200.00,2019年12月4日,2021年3月2日,2023年3月1日,
霸州市,代征道路、绿地,开发区临津南村、西郑各庄村，燕山路东侧、海河道南侧,0.001,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区叶庄村，龙江道北侧、西环路西侧,0.2246,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区叶庄村，龙江道北侧、西环路西侧,0.1972,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区堤角村，泰山路西侧,0.0905,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区堤角村，泰山路西侧,0.2276,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区西郑各庄村、辛庄村，黄河道南侧、泰山路西侧,0.1541,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区姚庄村，泰山路西侧,0.0013,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区堤角村，泰山路西侧,0.2462,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,东段乡牛百万村村西，胜芳镇东环路东侧,0.0528,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区堤角村，泰山路西侧,0.0271,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区叶庄村、辛庄、南岸村，高速公路引线北侧,0.1248,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
霸州市,代征道路、绿地,开发区临津南村、西郑各庄村，燕山路东侧、海河道南侧,0.001,公路用地,划拨,,国家机构,,霸州市交通运输局,,2019年12月2日,,,
廊坊市本级,廊坊市第三十一小学,支路九以东，支路十二以北，规划六路以西，新源道以南,2.859281,教育用地,划拨,,教育业,742.8033,廊坊市乾悦房地产开发有限公司,0.000.80,2019年12月2日,2021年3月1日,2023年9月1日,
霸州市,霸州荣盛阿尔卡迪亚枫林苑八期,城区办北杨庄村，东环路西侧,1.1818,城镇住宅用地,拍卖出让,70,房地产业,4839,霸州市荣安房地产开发有限责任公司,1.302.00,2019年11月29日,2021年1月27日,2024年1月26日,
霸州市,霸州荣盛阿尔卡地亚枫林苑七期,城区办北杨庄村、东环路西侧,2.2832,城镇住宅用地,拍卖出让,70,房地产业,9302,霸州市荣安房地产开发有限责任公司,1.302.00,2019年11月29日,2021年1月27日,2024年1月26日,
永清县,2015年度第二十五批次建设用地5-2号地块项目,永清县大麻子庄村东北,0.962203,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,606,廊坊雷欧时装有限公司,1.002.50,2019年11月26日,2020年11月25日,2022年11月25日,
永清县,2013年第十八批次建设用地5-3号地块项目,永清县李黄庄村南,0.833985,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,526,廊坊圣君子服饰有限公司,1.002.50,2019年11月26日,2020年11月25日,2022年11月25日,
永清县,2013年第十八批次建设用地5-2号地块项目,永清县李黄庄村南,0.193116,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,122,永清欧华依服装服饰有限公司,1.002.50,2019年11月26日,2020年11月25日,2022年11月25日,
永清县,2019年第二批次建设用地2号地块项目,永清县刘街乡枣林村西北,1.246464,工业用地,挂牌出让,50,农业,654,永清县胜远腾华农业科技有限公司,1.1,2019年11月26日,2020年11月25日,2022年11月25日,
永清县,2018年第六批次建设用地4-1号地块项目,永清县双营村北,0.127782,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,83,永清港胜服装有限公司,1.002.50,2019年11月26日,2020年11月25日,2022年11月25日,
永清县,2013年第十八批次建设用地5-1号地块项目,永清县李黄庄村南,0.154149,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,99,廊坊诺蔓蒂服饰有限公司,1.002.50,2019年11月26日,2020年11月25日,2022年11月25日,
永清县,2012年度第十八批次建设用地8-1号地块项目,永清县李黄庄村南,0.950184,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,600,永清晟青服装服饰有限公司,1.002.50,2019年11月26日,2020年11月25日,2022年11月25日,
永清县,2015年第二十五批次建设用地5-3号地块项目,永清县大麻子庄村东北,1.044719,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,657,永清慕诗时装有限公司,1.002.50,2019年11月26日,2020年11月25日,2022年11月25日,
永清县,2015年第二十五批次建设用地5-1号地块项目,永清县大麻子庄村东北,0.172041,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,108,廊坊炫迪凯服装服饰有限公司,1.002.50,2019年11月26日,2020年11月25日,2022年11月25日,
安次区,廊坊市万泰建筑工程有限公司创业孵化中心项目,安次高新技术产业园安中路西侧、安华路东侧、永定河北护路堤南侧,1.347691,工业用地,拍卖出让,50,商务服务业,919,廊坊市万泰建筑工程有限公司,1.002.50,2019年11月25日,2020年12月25日,2022年12月24日,
安次区,廊坊市邦盛妙诚商贸有限公司年产35万平方米节能环保铝合金门窗项目,安次经济开发区安华路西侧、安锦道南侧,0.749752,工业用地,拍卖出让,50,金属制品业,514,廊坊市邦盛妙诚商贸有限公司,1.000.00,2019年11月25日,2020年12月25日,2022年12月24日,
安次区,廊坊市万悦文体用品有限公司年产120万件儿童打击乐器项目,安次经济开发区安和路东侧、安锦道南侧、安华路西侧、安秀道北侧,1.332921,工业用地,拍卖出让,50,文教体育用品制造业,890,廊坊市万悦文体用品有限公司,1.002.50,2019年11月25日,2020年12月25日,2022年12月24日,
三河市,年产14000吨食品、400吨水产品冷冻项目,留山大街北侧、技术路西侧,3.7816,工业用地,挂牌出让,50,食品制造业,3130,三河市闵泽食品有限公司,1.002.00,2019年11月20日,2020年12月31日,2022年12月31日,
三河市,燕郊智能自动化生产基地项目,创意谷街北侧、福成路东侧,5.5701,工业用地,挂牌出让,50,通用设备制造业,5055,春晖工业园三河有限公司,1.002.00,2019年11月20日,2020年12月31日,2022年12月31日,
香河县,道路与交通设施用地项目,新兴产业示范区祺羊店\u0006\u0006,0.213118,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地,安抚路东侧，淑阳大街北侧,0.085973,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,蒋辛屯镇五百户村,0.483513,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,大香线西侧，蒋北路南侧,0.299966,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,淑阳镇金辛庄村,0.031767,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,大香线东侧，卜池河北侧,0.016615,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,规划s4路南侧，规划w3路东侧,0.054932,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,钳屯镇东延寺村,0.008869,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,新华大街北侧，规划W3路东侧,0.131346,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,淑阳镇前套村,0.005581,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,规划W4路东侧，规划S3路南侧,0.02746,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,淑阳镇金辛庄,0.518456,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,新兴产业示范区姬庄村,0.30492,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,富南道南侧，辛屯路东侧,0.263699,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,绣南街北侧，规划E6路西侧,0.401534,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,渠口镇魏家滩村,0.106169,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,规划s4路北侧，规划w4路西侧,0.019033,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,规划E4路西侧，东干渠南侧,0.144185,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,家具景观大道北侧，永泰路西侧,0.077234,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,大香线西侧，纬一路北侧,0.117343,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,蒋辛屯镇蒋辛屯村,0.308909,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,规划永清路东侧，规划N3路南侧,0.100082,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,规划S3路北侧，建新路南侧\u0006\u0006,0.081988,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,府前街南侧，永泰路西侧,0.022828,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,淑阳镇河南止务,0.094631,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,规划S4路北侧，规划W3路东侧,0.125461,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,钱旺乡大河各庄村,0.2142,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,103国道东侧，规划路南侧,0.301824,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,淑阳镇孟庄村,0.020042,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,荷香路西侧，纬二道北侧,0.004726,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,富南路北侧，河香北道东侧,0.14272,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,钳屯乡钳屯村,0.020779,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,渠口镇魏家滩村,0.004339,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,大香线西侧，纬一路北侧,0.365312,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,钳屯镇尚店村,1.034057,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,规划s4路南侧，规划w1路西侧,0.114157,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,新兴产业示范区四百户村,0.003985,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,新华大街北侧，永盛路西侧,0.174439,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,新华街道办西店村,0.282335,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,新兴产业示范区前建各庄村,0.0995,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,大香线西侧，纬三路南侧,0.02393,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,安平南环路北侧，103国道西侧,0.034136,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,荷香路西侧，纬二道北侧,0.049833,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,蒋辛屯镇小马坊\u0006\u0006,0.222858,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,现代产业园姬庄,2.792989,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,大香线东侧，和园路南侧,0.080927,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,蒋辛屯镇蒋辛屯村,0.014843,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,钳屯镇钳屯村,0.038299,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,大香线东侧，纬二道北侧,0.268955,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,平安大街南侧，延福路东侧,0.003852,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,渠口镇东梨园村,0.549904,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,规划富北路北侧,0.085531,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,规划富北路南侧,0.067615,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,蒋辛屯镇蒋辛屯村,0.201289,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,双安路北侧，规划E8路西侧,0.240614,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,新开街道办前店子村,0.235358,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,103国道东侧，安城街南侧,0.033485,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,大香线西侧，蒋北路南侧,0.420436,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,淑阳镇河北止务村,0.006134,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,103国道西侧，南环路北侧,0.015935,公路用地,划拨,,国家机构,0,香河县人民政府,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,蒋辛屯镇小马坊村,0.199585,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,道路与交通设施用地项目,绣水街南侧，规划E5路西侧,0.230189,公路用地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地项目,钱旺乡大河各庄村,0.143298,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
香河县,绿地与广场用地及道路与交通设施用地项目,规划纬一路北侧,0.22765,公园与绿地,划拨,,国家机构,0,香河县公有资产经营公司,0.000.00,2019年11月19日,,,
三河市,燕达医养康相结合养老商务中心项目,思菩兰路东侧、冶金路南侧,2.0312,商务金融用地,招标出让,40,商务服务业,9570,三河市宏城房地产开发有限公司,1.002.00,2019年11月13日,2020年12月31日,2022年12月31日,
三河市,宸熙园,迎宾路东侧、康居街北侧,1.688328,城镇住宅用地,招标出让,70,房地产业,13945,三河市科达房地产开发有限公司,1.002.00,2019年11月11日,2021年3月1日,2024年2月29日,
三河市,如园小区,幸福街南侧、永安路东侧,0.909657,城镇住宅用地,招标出让,70,房地产业,7360,三河市兴达房地产开发有限公司,1.002.00,2019年11月11日,2021年3月1日,2024年2月29日,
廊坊市本级,廊坊市远创房地产开发有限公司,常甫路以东，辛庄道以北，支路十二路以南，支路二西侧,2.641577,城镇住宅用地,拍卖出让,70,房地产业,19420,廊坊市远创房地产开发有限公司,1.302.20,2019年11月7日,2021年2月7日,2023年8月7日,
