行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,
 长丰县,  水文化园建设项目,  岗集镇,2.3253,  公共设施用地,  挂牌出让,50,  公共设施管理业,383.6745,  安徽华教投资股份有限公司?,  0.001.20,2017年1月19日,2017年4月1日,2018年4月1日,
 长丰县,  工程橡胶和汽车装饰件项目,  岗集镇,1.4943,  工业用地,  挂牌出让,50,  橡胶制品业,268.974,  安徽震源橡塑有限公司?,  1.000.00,2017年1月19日,2017年4月1日,2018年4月1日,
 长丰县,  年产2000套模具及年产100万套汽车和家电注塑件建设项目,  岗集镇,1.7866,  工业用地,  挂牌出让,50,  专用设备制造业,375.186,  合肥昌立模具有限公司?,  1.000.00,2017年1月19日,2017年4月1日,2018年4月1日,
 长丰县,  天然植物产品生产项目,  双凤,0.6831,  工业用地,  挂牌出让,50,  医药制造业,122.958,  安徽省禾青生物科技有限公司?,  1.000.00,2017年1月19日,2017年4月1日,2018年4月1日,
 长丰县,  钢构加工生产项目,  岗集镇,0.8308,  工业用地,  挂牌出让,50,  金属制品业,137.082,  合肥胜元信息工程有限公司?,  1.000.00,2017年1月19日,2017年4月1日,2018年4月1日,
 长丰县,  再生资源回收项目,  岗集镇,1.6561,  工业用地,  挂牌出让,50,  废弃资源和废旧材料回收加工业,273.2565,  长丰县庆丰再生资源回收加工厂?,  1.000.00,2017年1月19日,2017年4月1日,2018年4月1日,
 长丰县,  衡安中学二期项目,  岗集镇,8.6091,  科教用地,  挂牌出让,50,  教育业,1937.1,  潜山县民办三环普通高级中学?,  0.001.20,2017年1月19日,2017年4月1日,2018年4月1日,
 长丰县,  新建特种电缆生产线项目,  双凤开发区,6.3619,  工业用地,  挂牌出让,50,  其它,1145.142,  安徽伟星特种电缆有限公司?,  1.000.00,2017年1月19日,2017年4月1日,2018年4月1日,
 长丰县,  新建年产80000套凯利系列控制器生产项目,  双凤,1.0964,  工业用地,  挂牌出让,50,  其它,197.352,  合肥凯利科技投资有限公司?,  1.000.00,2017年1月19日,2017年4月1日,2018年4月1日,
 合肥市本级,  安徽安联投资咨询有限公司,  合肥市庐阳区濉溪路1号宏图综合楼1-4层,0.020521,  其他商服用地,  协议出让,40,  商务服务业,201.76,  安徽安联投资咨询有限公司?,  0.000.00,2017年1月18日,  ,  ,
 合肥市本级,  合肥丰乐种业股份有限公司,  合肥市庐阳区光明巷西菜市,0.004309,  其他商服用地,  协议出让,40,  农业,79.812,  合肥丰乐种业股份有限公司?,  0.000.00,2017年1月18日,  ,  ,
 合肥市本级,  赵丽红,  合肥市庐阳区亳州路畅园新村幼儿商办楼东5号,0.000763,  其他商服用地,  协议出让,40,  群众团体、社会团体和宗教组织,5.39,  赵丽红?,  1.000.00,2017年1月18日,2017年4月20日,2017年4月20日,
 肥东县,  合肥天汇源再生资源利用有限公司肥东厂区项目,  合肥循环经济示范园漫泉路与山流路交口东北角,1.3543,  工业用地,  挂牌出让,50,  非金属矿物制品业,280.3401,  合肥天汇源再生资源利用有限公司?,  1.000.00,2017年1月17日,2017年4月17日,2018年4月17日,
 肥东县,  合肥中聚合臣电子材料有限公司液晶取向膜材料和电子化学品（一）期项目,  合肥循环经济示范园长松路南侧,5.3021,  工业用地,  挂牌出让,50,  化学原料及化学制品制造业,1097.5347,  合肥中聚合臣电子材料有限公司?,  1.000.00,2017年1月17日,2017年4月17日,2019年4月17日,
 肥东县,  合肥中南光电有限公司20mw分布式光伏发电升压站项目,  肥东县梁园镇路口社区,0.4667,  公共设施用地,  挂牌出让,50,  其它,120.4086,  合肥中南光电有限公司?,  1.000.00,2017年1月17日,2017年4月17日,2018年4月17日,
 肥西县,  垃圾中转站,  官亭镇,0.099989,  公共设施用地,  划拨,  ,  公共设施管理业,0,  官亭镇人民政府,  0.001.00,2017年1月16日,2017年2月23日,2018年2月22日,
 合肥市本级,  合肥滨湖投资控股集团有限公司,  合肥包河区合巢路397号7幢102室、202室、302室、402室、502室,0.00926,  其他普通商品住房用地,  协议出让,70,  房地产业,109.3838,  合肥滨湖投资集团有限公司?,  0.000.00,2017年1月14日,2017年1月14日,2017年1月14日,
 合肥市本级,  安徽中环投资集团有限公司,  合肥市庐阳区蒙城北路以东、天水路以北,4.152961,  其他普通商品住房用地,  拍卖出让,70,  房地产业,74750,  安徽中环投资集团有限公司?,  1.002.20,2017年1月13日,2017年4月30日,2018年4月30日,
 合肥市本级,  上海金隅大成房地产开发有限公司,  合肥市包河区淝河路以南、东二环路以东,15.179744,  其他普通商品住房用地,  拍卖出让,70,  房地产业,450000,  上海金隅大成房地产开发有限公司?,  1.002.50,2017年1月13日,2017年5月13日,2019年11月13日,
 合肥市本级,  合肥海纳新能源汽车有限公司,  合肥经济技术开发区宿松路西、深圳路北,2.24153,  工业用地,  挂牌出让,50,  汽车制造,860.7475,  合肥海纳新能源汽车有限公司?,  1.200.00,2017年1月12日,2017年4月11日,2018年4月11日,
 长丰县,  新京澳,  水湖镇吴山路西侧、一环路南侧,4.802,  其他普通商品住房用地,  拍卖出让,70,  房地产业,11230,  淮南市新京澳房地产有限公司?,  1.002.00,2017年1月9日,2017年5月9日,2018年5月8日,
 长丰县,  祥和,  岗集镇合瓦路南侧,4.8001,  其他普通商品住房用地,  拍卖出让,70,  房地产业,20060,  长丰县祥和置业有限公司?,  1.002.80,2017年1月9日,2017年5月9日,2018年11月8日,
 合肥市本级,  合肥新华书店有限公司,  合肥市庐阳区绿都商城F区,0.054365,  其他商服用地,  协议出让,40,  新闻出版业,1016.63,  合肥新华书店有限公司?,  0.000.00,2017年1月7日,2017年1月7日,2017年1月7日,
 合肥市本级,  五里洼、孙岗头城中村改造安置点项目3号地块,  合肥市蜀山区肥西路与太湖路交口,6.5536,  经济适用住房用地,  划拨,  ,  国家机构,0,  合肥市蜀山区稻香村街道办事处,  1.000.00,2017年1月7日,2017年4月6日,2018年4月6日,
 合肥市本级,  五里洼、孙岗头城中村改造安置点项目1#地块,  合肥市蜀山区肥西路与太湖路交口,0.2104,  公共设施用地,  划拨,  ,  国家机构,0,  合肥市蜀山区西园街道办事处,  2.710.00,2017年1月7日,2017年4月6日,2018年4月6日,
 合肥市本级,  五里洼、孙岗头城中村改造安置点项目2#地块,  合肥市蜀山区肥西路与太湖路交口,2.60327,  经济适用住房用地,  划拨,  ,  国家机构,0,  合肥市蜀山区西园街道办事处,  2.710.00,2017年1月7日,2017年4月6日,2018年4月6日,
 肥东县,  安徽省方舟九社包装有限公司新型软包装材料研发加工项目,  肥东经开区祥和路东侧,1.2,  工业用地,  挂牌出让,50,  塑料制品业,254.4,  安徽省方舟九社包装有限公司?,  1.000.00,2017年1月6日,2017年4月6日,2019年4月6日,
 肥东县,  合肥联之众新型材料有限公司PPR新型自来水管材生产项目,  肥东经开区祥和路东侧,1.6149,  工业用地,  挂牌出让,50,  塑料制品业,335.8992,  合肥联之众新型材料有限公司?,  1.000.00,2017年1月6日,2017年4月6日,2019年4月6日,
 合肥市本级,  水阳江路（宁国路-马鞍山路）,  合肥市包河区常青街道,2.8969,  交通运输用地,  划拨,  ,  公共管理和社会组织,0,  合肥市包河区住房和城乡建设局,  0.000.00,2017年1月6日,2017年5月6日,2018年5月6日,
 肥东县,  安徽基鼎管桩有限公司仓储及商品混凝土、干混砂浆项目,  撮镇镇东华路东侧,2,  港口码头用地,  挂牌出让,50,  其它,414,  安徽基鼎管桩有限公司?,  1.000.00,2017年1月6日,2017年4月6日,2018年4月6日,
 肥东县,  肥东县万源工程机械租赁有限责任公司机械加工成产项目,  肥东经开区晨光路东侧,0.2575,  工业用地,  挂牌出让,50,  金属制品业,63.345,  肥东县万源工程机械租赁有限责任公司?,  1.000.00,2017年1月6日,2017年4月6日,2018年4月6日,
 合肥市本级,  紫薇路（团肥路—机场便道）,  合肥空港经济示范区紫薇路（团肥路—机场便道）,2.579385,  街巷用地,  划拨,  ,  公共设施管理业,0,  合肥经开建设投资有限公司,  0.000.00,2017年1月6日,2017年5月6日,2018年5月6日,
 合肥市本级,  合肥市习友小学（繁华校区）,  合肥经济技术开发区繁华大道以北、习友路以东,2.012023,  公共设施用地,  划拨,  ,  教育业,0,  合肥市习友小学,  0.000.00,2017年1月6日,2017年5月6日,2018年5月6日,
 合肥市本级,  梅龙路（金寨路-昭潭路）,  合肥市包河区常青街道,1.4333,  交通运输用地,  划拨,  ,  公共管理和社会组织,0,  合肥市包河区住房和城乡建设局,  0.000.00,2017年1月6日,2017年5月6日,2018年5月6日,
 肥东县,  安徽红星机电科技股份有限公司火工区搬迁技术改造项目,  众兴乡石三路南侧,14.9198,  工业用地,  挂牌出让,50,  化学原料及化学制品制造业,3088.3986,  安徽红星机电科技股份有限公司?,  1.000.00,2017年1月6日,2017年4月6日,2019年4月6日,
 合肥市本级,  合作化南路（金寨路-祁门路）,  合肥市包河区,3.7036,  交通运输用地,  划拨,  ,  建筑业,0,  合肥市建设投资控股（集团）有限公司,  0.000.00,2017年1月6日,2017年5月6日,2018年5月6日,
 合肥市本级,  嵩山路（锦绣大道-万泉河路）,  合肥市滨湖新区,2.806734,  街巷用地,  划拨,  ,  建筑业,0,  合肥市滨湖新区建设投资有限公司,  0.000.00,2017年1月6日,2017年5月6日,2018年5月6日,
 合肥市本级,  五里洼、孙岗头城中村改造安置点项目4号地块,  合肥市蜀山区肥西路与太湖路交口,1.57814,  科教用地,  划拨,  ,  国家机构,0,  合肥市蜀山区教育体育局,  1.000.00,2017年1月6日,2017年4月5日,2018年4月5日,
 合肥市本级,  兴华苑D区,  合肥市新站区新蚌埠路东、物流大道北,6.33397,  经济适用住房用地,  划拨,  ,  房地产业,0,  合肥新创投资控股有限公司,  1.002.80,2017年1月6日,2017年5月6日,2018年5月6日,
 合肥市本级,  合肥国际动漫城（B地块）项目,  合肥市蜀山区,21.8926,  公共设施用地,  划拨,  ,  国家机构,  ,  蜀山区人民政府,1,2017年1月5日,2017年5月4日,2018年5月4日,
 合肥市本级,  合肥国际动漫城（A地块）项目,  合肥市蜀山区,7.74,  公共设施用地,  划拨,  ,  国家机构,  ,  蜀山区人民政府,1,2017年1月5日,2017年5月4日,2018年5月4日,
 合肥市本级,  湖光东路（科学岛路-半岛路）、奇谷路（蜀山湖路-琼阳路）、琼阳路（蜀山湖路-科学岛路）用地,  合肥市蜀山区,0.1607,  街巷用地,  划拨,  ,  国家机构,  ,  蜀山区人民政府,1,2017年1月5日,2017年5月4日,2018年5月4日,
 肥西县,  官亭镇回民社区国家4A级景区及省级森林公园景区游客中心与广场项目,  官亭镇,1.005669,  公园与绿地,  划拨,  ,  公共设施管理业,0,  肥西县城乡建设投资有限公司,  0.001.00,2016年12月31日,2017年2月9日,2018年2月8日,
 合肥市本级,  将军岭路（龙河口路-习友路南）,  合肥市高新区,26.664778,  街巷用地,  划拨,  ,  房地产业,0,  合肥高新城创建设投资有限公司,  0.000.00,2016年12月30日,2017年4月30日,2018年4月30日,
 合肥市本级,  辽宁东戴河新区当代置业有限公司,  合肥市蜀山区祁门路以北、石台路以东,9.893128,  其他商服用地,  拍卖出让,40,  房地产业,332310,  辽宁东戴河新区当代置业有限公司?,  1.000.00,2016年12月30日,2017年4月30日,2018年4月30日,
 肥西县,  中心学校北校区,  上派镇,3.4933,  科教用地,  划拨,  ,  教育业,0,  肥西县上派中心学校,  0.001.00,2016年12月30日,2017年1月25日,2018年1月24日,
 肥西县,  中心学校西校区,  上派镇,1.7422,  科教用地,  划拨,  ,  教育业,0,  肥西县上派镇中心学校,  0.001.00,2016年12月30日,2017年1月25日,2018年1月24日,
 合肥市本级,  合武铁路有限公司,  合肥市蜀山区黄山路与合九铁路交口,0.689177,  其他商服用地,  协议出让,40,  铁路运输业,3343.61,  合武铁路有限公司?,1,2016年12月30日,2016年12月30日,2016年12月30日,
 肥东县,  肥东县东城公用事业发展有限公司肥东县图书档案方志馆建设项目,  瑶岗路与深秀路交口西南,2.2015,  文体娱乐用地,  划拨,  ,  文化艺术业,244.8526,  肥东县东城公用事业发展有限公司,  1.000.00,2016年12月30日,2017年4月30日,2019年4月30日,
 肥东县,  国网安徽省电力公司合肥供电公司合肥孙滩110千伏输变电站工程建设项目,  肥东经开区金阳路与皂河路交口东北角,0.3438,  公共设施用地,  划拨,  ,  电力、热力的生产和供应业,53.7257,  安徽省电力公司合肥供电公司,  1.000.00,2016年12月30日,2017年4月30日,2018年4月30日,
 肥西县,  仙霞路,  上派镇,1.5586,  街巷用地,  划拨,  ,  道路运输业,0,  肥西县城乡建设投资有限公司,  0.001.00,2016年12月30日,2017年1月30日,2018年1月29日,
 肥东县,  合肥东部新城建设投资有限公司魏武路（桥头集路至G329段）建设项目,  肥东县牌坊回族满族乡、店埠镇境内,41.7545,  公路用地,  划拨,  ,  道路运输业,5197.7966,  合肥东部新城建设投资有限公司,  0.000.00,2016年12月30日,2017年4月30日,2019年9月30日,
 肥东县,  合肥东城宜居投资有限公司撮镇镇先锋小区恢复楼二期建设项目,  撮镇镇先锋社区,3.328,  经济适用住房用地,  划拨,  ,  房地产业,455.3386,  合肥东城宜居投资有限公司,  1.000.00,2016年12月30日,2017年4月30日,2019年4月30日,
 合肥市本级,  苏州市合景房地产开发有限公司,  合肥市庐阳区规划固镇路以南、规划大房郢路以东,5.807774,  其他普通商品住房用地,  拍卖出让,70,  房地产业,193490,  苏州市合景房地产开发有限公司?,  1.002.40,2016年12月30日,2017年4月30日,2019年4月30日,
 肥东县,  肥东县东城公用事业发展有限公司肥东县大剧院文化馆建设项目,  瑶岗路与撮东路交口西南角,3.9381,  文体娱乐用地,  划拨,  ,  文化艺术业,479.8256,  肥东县东城公用事业发展有限公司,  1.000.00,2016年12月30日,2017年4月30日,2019年4月30日,
 肥东县,  合肥东城宜居投资有限公司撮镇镇建华新村恢复楼三期建设项目,  撮镇镇建华社区,4.3077,  经济适用住房用地,  划拨,  ,  房地产业,698.4708,  合肥东城宜居投资有限公司,  1.000.00,2016年12月30日,2017年4月30日,2019年4月30日,
 合肥市本级,  广州市天建房地产开发有限公司,  合肥市庐阳区规划二路以南、规划大房郢路以东,3.699058,  其他普通商品住房用地,  拍卖出让,70,  房地产业,115750,  广州市天建房地产开发有限公司?,  1.002.20,2016年12月30日,2017年4月30日,2018年4月30日,
 肥西县,  新建教学大楼、实验楼,  上派镇,9.91876,  科教用地,  划拨,  ,  教育业,0,  安徽省肥西师范学校,  0.001.00,2016年12月30日,2017年1月30日,2018年1月26日,
 肥东县,  合肥东部新城建设投资有限公司闻水路（站南路至山水路段）建设项目,  合肥东部新城境内,2.475,  公路用地,  划拨,  ,  道路运输业,274.2075,  合肥东部新城建设投资有限公司,  0.000.00,2016年12月30日,2017年4月30日,2018年4月30日,
 合肥市本级,  建信信托有限责任公司,  合肥市庐阳区花园街77号一、二层,0.011497,  其他商服用地,  协议出让,40,  其他金融服务,122.448,  建信信托有限责任公司?,  0.000.00,2016年12月29日,  ,  ,
 合肥市本级,  无锡新恒置业有限公司,  合肥市瑶海区新安江路以北、大众路以西,2.670767,  其他普通商品住房用地,  拍卖出让,70,  房地产业,48080,  无锡新恒置业有限公司?,  1.002.00,2016年12月29日,2017年4月28日,2018年4月28日,
 肥东县,  合肥东部新城建设投资有限公司桥头集南路（龙城路至裕溪路）建设项目,  肥东县撮镇镇、店埠镇、肥东经开区境内,22.2117,  公路用地,  划拨,  ,  道路运输业,3190.0853,  合肥东部新城建设投资有限公司,  1.000.00,2016年12月29日,2017年4月29日,2018年1月29日,
 合肥市本级,  安徽九华房地产开发有限公司,  合肥市瑶海区新安江路以北、大众路以东,8.516346,  其他普通商品住房用地,  拍卖出让,70,  房地产业,207380,  安徽九华房地产开发有限公司?,  1.002.00,2016年12月29日,2017年4月28日,2019年4月28日,
 合肥市本级,  中国石化销售有限公司安徽合肥石油分公司,  合肥市蜀山区白莲岩路以南、沁源路以东,0.215768,  其他商服用地,  拍卖出让,40,  石油加工、炼焦及核燃料加工业,841.4952,  中国石化销售有限公司安徽合肥石油分公司?,  0.000.30,2016年12月28日,2017年4月28日,2018年4月28日,
 合肥市本级,  中国石化销售有限公司安徽合肥分公司,  庐阳区蒙城北路以西、耀远路以北地块,0.403663,  其他商服用地,  挂牌出让,40,  石油加工、炼焦及核燃料加工业,1580.3406,  中国石化销售有限公司安徽合肥分公司?,  1.000.00,2016年12月28日,2017年3月28日,2018年3月28日,
 肥东县,  上海众国汽车集团有限公司合肥国际汽车商业广场项目,  肥东县撮镇镇学府路与东华路交口东北角,5.1683,  批发零售用地,  挂牌出让,40,  零售业,6201.96,  上海众国汽车集团有限公司?,  1.001.60,2016年12月26日,2017年4月26日,2018年4月26日,
 长丰县,  安徽省应急物质储备中心项目,  双凤开发区,1.2858,  军事设施用地,  划拨,  ,  中国共产党机关,0,  安徽省公安厅,  0.370.37,2016年12月26日,2017年4月1日,2018年4月1日,
 合肥市本级,  巢湖南路（南二环-繁华大道）,  合肥市包河区,42.4075,  交通运输用地,  划拨,  ,  建筑业,0,  合肥市建设投资控股（集团）有限公司,  0.000.00,2016年12月26日,2017年3月26日,2018年3月26日,
 合肥市本级,  南淝河路（东二环-长春街）,  包河区,41.0818,  交通运输用地,  划拨,  ,  建筑业,0,  合肥市建设投资控股（集团）有限公司,  0.000.00,2016年12月26日,2017年3月26日,2018年3月26日,
 合肥市本级,  合肥市蜀山区南七街道丁岗社区居民委员会,  合肥市蜀山区潜山路东,0.3609,  其他普通商品住房用地,  协议出让,70,  国家机构,2060.1976,  合肥市蜀山区南七街道丁岗社区居民委员会?,1,2016年12月26日,2017年1月26日,2017年1月26日,
 肥东县,  中国石化销售有限公司安徽合肥石油分公司加油加气站项目,  肥东县店埠镇撮镇路与龙城路交口西北角,0.3908,  批发零售用地,  挂牌出让,40,  零售业,1178.262,  中国石化销售有限公司安徽合肥石油分公司?,  0.001.00,2016年12月26日,2017年4月26日,2018年4月26日,
 合肥市本级,  上海路（裕溪路-锦绣大道),  包河区,86.2936,  交通运输用地,  划拨,  ,  建筑业,0,  合肥市建设投资控股（集团）有限公司,  0.000.00,2016年12月26日,2017年1月26日,2018年1月26日,
 合肥市本级,  李城路（甘棠路-巢湖南路）,  淝河镇,0.718,  交通运输用地,  划拨,  ,  国家机构,0,  合肥市包河区住房和城乡建设局,  0.000.00,2016年12月26日,2017年3月25日,2018年3月25日,
 合肥市本级,  安徽路（锦绣大道-南京路),  合肥市滨湖新区,2.638978,  街巷用地,  划拨,  ,  建筑业,0,  合肥市滨湖新区建设投资有限公司,  0.000.00,2016年12月26日,2017年1月25日,2018年1月25日,
 合肥市本级,  新站区邮政生产楼,  合肥市新站区物流大道南、符离路西,0.333333,  公共设施用地,  划拨,  ,  交通运输、仓储和邮政业,0,  中国邮政集团合肥市分公司,  1.490.00,2016年12月26日,2017年4月25日,2018年4月25日,
 合肥市本级,  安徽饲料厂,  合肥市蜀山区潜山路与史河路交口东南角,0.037764,  其他商服用地,  协议出让,40,  农副食品加工业,202.702,  安徽饲料厂?,1,2016年12月21日,2016年12月21日,2016年12月21日,
 肥东县,  肥东县东城交通投资有限公司长乐路（乳泉路-繁华大道）建设项目,  合肥循环经济示范园境内,3.9976,  公路用地,  划拨,  ,  道路运输业,550.2827,  肥东县东城交通投资有限公司,  0.000.00,2016年12月20日,2017年4月20日,2018年4月20日,
 肥东县,  合肥东部新城建设投资有限公司义和家园东区二期建设项目,  合肥循环经济示范园境内,0.4861,  经济适用住房用地,  划拨,  ,  房地产业,93.3737,  合肥东部新城建设投资有限公司,  1.000.00,2016年12月20日,2017年4月20日,2018年4月20日,
 肥东县,  合肥市长宁投资有限公司长临河镇拆迁安置北区建设项目,  长临河镇境内,4.5301,  经济适用住房用地,  划拨,  ,  房地产业,682.2407,  合肥市长宁投资有限公司,  1.000.00,2016年12月20日,2017年4月20日,2018年4月20日,
 合肥市本级,  安徽佑康药业有限公司,  合肥市蜀山产业园雪霁路与井岗路交口西北角,0.26667,  工业用地,  挂牌出让,50,  医药制造业,107.7453,  安徽佑康药业有限公司?,  1.002.50,2016年12月20日,2017年3月20日,2018年3月20日,
 肥东县,  合肥东部新城建设投资有限公司纬六路建设项目,  合肥循环经济示范园境内,0.6057,  公路用地,  划拨,  ,  道路运输业,91.9319,  合肥东部新城建设投资有限公司,  0.000.00,2016年12月20日,2017年4月20日,2018年4月20日,
 肥东县,  肥东县东城公用事业发展有限公司岱河路（长山路-金阳路）建设项目,  肥东经开区境内,7.7592,  公路用地,  划拨,  ,  道路运输业,1163.3473,  肥东县东城公用事业发展有限公司,  0.000.00,2016年12月20日,2017年4月20日,2019年4月20日,
 合肥市本级,  合肥市梦园圆小学（北区）,  合肥市高新区海关路与天柱路交口东北角,0.215322,  科教用地,  划拨,  ,  国家机构,0,  合肥市高新技术产业开发区社会事业局,  1.000.00,2016年12月20日,2017年3月19日,2018年3月19日,
 肥东县,  肥东县东城交通投资有限公司四顶山路（长松路-繁华大道）建设项目,  合肥循环经济示范园境内,1.4348,  公路用地,  划拨,  ,  道路运输业,213.0859,  肥东县东城交通投资有限公司,  0.000.00,2016年12月20日,2017年4月20日,2018年4月20日,
 肥东县,  合肥东部新城建设投资有限公司柳孜路建设项目,  肥东经开区境内,1.0511,  公路用地,  划拨,  ,  道路运输业,24.6691,  合肥东部新城建设投资有限公司,  0.000.00,2016年12月20日,2017年4月20日,2018年4月20日,
 肥东县,  合肥市长宁投资有限公司长临河镇拆迁安置点北区路网建设项目,  肥东县长临河镇境内,8.1155,  公路用地,  划拨,  ,  道路运输业,1222.208,  合肥市长宁投资有限公司,  0.000.00,2016年12月20日,2017年4月20日,2019年4月20日,
 合肥市本级,  合肥京东方高世代线220KV变电站,  合肥市新站区魏武路北、卧龙路西,2.185067,  公共设施用地,  划拨,  ,  租赁业,0,  合肥鑫城国有资产经营有限公司,  0.120.12,2016年12月20日,2017年3月19日,2018年3月19日,
 合肥市本级,  合肥轨道交通3号项目,  合肥市瑶海、新站磨店社区,34.0012,  公共设施用地,  划拨,  ,  城市公共交通业,0,  合肥城市轨道交通有限公司,  0.000.00,2016年12月20日,2017年3月19日,2019年3月19日,
 肥东县,  肥东县东城交通投资有限公司石泉路（乳泉路-宏图大道）建设项目,  合肥循环经济示范园境内,2.1674,  公路用地,  划拨,  ,  道路运输业,378.8889,  肥东县东城交通投资有限公司,  0.000.00,2016年12月20日,2017年4月20日,2018年4月20日,
 肥东县,  肥东县交通运输局长临至黄麓公路（费东段）建设项目,  长临河镇境内,11.4716,  公路用地,  划拨,  ,  道路运输业,1277.1117,  肥东县交通运输局,  0.000.00,2016年12月20日,2017年4月20日,2019年4月20日,
 肥西县,  江夏粮库二期,  官亭镇,0.7651,  机关团体用地,  划拨,  ,  国家机构,0,  肥西县粮食局,  0.001.00,2016年12月19日,2017年1月25日,2018年1月23日,
 肥西县,  安居苑三期,  三河镇,1.9834,  经济适用住房用地,  划拨,  ,  居民服务业,0,  三河镇人民政府,  1.000.00,2016年12月19日,2017年1月25日,2018年1月24日,
 肥西县,  刘铭传故居纪念馆,  铭传乡,1.8126,  公共设施用地,  划拨,  ,  公共设施管理业,0,  肥西县城乡建设投资有限公司,  0.001.00,2016年12月19日,2017年1月25日,2018年1月24日,
 肥西县,  西街下拐安置点,  三河镇,0.3771,  经济适用住房用地,  划拨,  ,  居民服务业,0,  三河镇人民政府,  1.000.00,2016年12月19日,2017年1月25日,2018年1月24日,
 肥东县,  合肥东部新城建设投资有限公司经三路泵站建设项目,  合肥循环经济示范园四顶山路与纬三路交口东南侧,0.2,  公共设施用地,  划拨,  ,  公共设施管理业,41.3305,  合肥东部新城建设投资有限公司,  1.000.00,2016年12月14日,2017年4月14日,2018年4月14日,
 合肥市本级,  秋浦河路（棠樾路-上海路）,  合肥市包河区淝河镇,2.2296,  街巷用地,  划拨,  ,  中国共产党机关,0,  合肥市包河区住房和城乡建设局,  0.000.00,2016年12月14日,2017年3月13日,2018年3月13日,
 合肥市本级,  合肥城建发展股份有限公司,  合肥市蜀山区蜀山区创业大道以北、蜀鑫路以东,5.762922,  其他普通商品住房用地,  拍卖出让,70,  房地产业,140508.7961,  合肥城建发展股份有限公司?,  1.002.50,2016年12月14日,2017年4月17日,2019年4月14日,
 合肥市本级,  高新区轨道交通2号线创新大道主变电站,  合肥市高新区,0.510243,  公共设施用地,  划拨,  ,  管道运输业,0,  合肥城市轨道交通有限公司,  0.000.00,2016年12月14日,2017年3月13日,2018年3月13日,
 合肥市本级,  南岗第二公租房东支路、规划路2（石连北路—创新大道）、石镜路（妇幼保健院北支路—长江西路）、妇幼保健院北支路（长宁大道—石连北路）,  合肥市高新区,2.243135,  街巷用地,  划拨,  ,  房地产业,0,  合肥高新城创建设投资有限公司,  0.000.00,2016年12月14日,2017年3月13日,2018年3月13日,
 合肥市本级,  江高路东段（李岗路-王长路）,  合肥经开区空港经济示范区江高路东段（李岗路-王长路）,2.58485,  街巷用地,  划拨,  ,  公共设施管理业,0,  合肥经开建设投资有限公司,  0.000.00,2016年12月14日,2017年3月13日,2018年3月13日,
 合肥市本级,  仰光路（休宁路-仰光街）,  合肥市包河区常青街道,1.7442,  街巷用地,  划拨,  ,  中国共产党机关,0,  合肥市包河区住房和城乡建设局,  0.000.00,2016年12月14日,2017年3月13日,2018年3月13日,
 合肥市本级,  小高路,  合肥经开区空港经济示范区小高路,18.953247,  街巷用地,  划拨,  ,  公共设施管理业,0,  合肥经开建设投资有限公司,  0.000.00,2016年12月14日,2017年3月13日,2018年9月13日,
 合肥市本级,  南通金科房地产开发有限公司,  合肥市包河区北京路以东、黄河路以北,9.720152,  其他普通商品住房用地,  拍卖出让,70,  房地产业,267306.9999,  南通金科房地产开发有限公司?,  1.002.20,2016年12月14日,2017年4月14日,2019年10月14日,
 合肥市本级,  石连北路（磨子潭路—长江西路）,  合肥市高新区,0.246566,  街巷用地,  划拨,  ,  房地产业,0,  合肥高新建设投资集团公司,  0.000.00,2016年12月14日,2017年3月13日,2018年3月13日,
 肥东县,  安徽置地投资有限公司和黄山文化旅游股份公司联合开发项目,  肥东县长临河镇环湖大道与店忠路交口西南角,18.0397,  其他商服用地,  挂牌出让,40,  餐饮业,21918.2355,  安徽置地投资有限公司、黄山文化旅游股份公司?,  0.000.90,2016年12月14日,2017年4月14日,2019年4月14日,
 合肥市本级,  金科集团苏州科润房地产开发有限公司,  庐阳区五河路以北、双岗小学西侧,2.147266,  其他普通商品住房用地,  拍卖出让,70,  房地产业,53726.28,  金科集团苏州科润房地产开发有限公司?,  1.001.80,2016年12月14日,2017年4月14日,2018年4月14日,
 肥东县,  合肥东部新城建设投资有限公司桥头集南路下穿高铁南环线泵站项目,  店埠镇对河社区汪里组,0.2943,  公共设施用地,  划拨,  ,  公共设施管理业,45.9902,  合肥东部新城建设投资有限公司,  1.000.00,2016年12月14日,2017年4月14日,2018年4月14日,
 长丰县,  合肥至武汉铁路安徽长丰县段工程建设项目,  双凤,9.4861,  铁路用地,  划拨,  ,  铁路运输业,0,  合武铁路有限公司,  0.000.00,2016年12月13日,2017年1月1日,2018年1月1日,
 合肥市本级,  滁州市金鹏置业有限公司,  合肥市瑶海区障山路以西、月亮湾路以南,3.725398,  其他普通商品住房用地,  拍卖出让,70,  房地产业,62026.9999,  滁州市金鹏置业有限公司?,  1.002.00,2016年12月13日,2017年4月12日,2018年4月12日,
 合肥市本级,  无锡金科嘉润房地产开发有限公司,  合肥市瑶海区障山路以东、月亮湾路以南,7.107955,  其他普通商品住房用地,  拍卖出让,70,  房地产业,122260.9999,  无锡金科嘉润房地产开发有限公司?,  1.002.00,2016年12月13日,2017年4月12日,2019年4月12日,
