行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,
 肥西县,  半店社区新建公交枢纽站,  官亭镇,0.881,  街巷用地,  划拨,  ,  道路运输业,0,  官亭镇人民政府,  0.001.00,2018年12月4日,2019年1月18日,2020年1月17日,
 肥东县,  合肥中科衡金工业自动化有限公司自动生产线项目,  肥东县店埠镇桥头集路与杨店路交口东北角,3.3553,  工业用地,  挂牌出让,50,  通讯设备、计算机及其他电子设备制造业,758.2978,  合肥中科衡金工业自动化有限公司?,  1.000.00,2018年12月4日,2019年3月4日,2020年3月4日,
 肥东县,  安徽新世界冷链物流有限公司鲜果加工配送项目,  肥东县撮镇镇新世界路北侧,0.4827,  工业用地,  挂牌出让,50,  农副食品加工业,102.8151,  安徽新世界冷链物流有限公司?,  1.000.00,2018年12月4日,2019年3月4日,2020年3月4日,
 肥西县,  回民社区4A景区游客餐饮接待中心配套设施,  官亭镇,0.48691,  公共设施用地,  划拨,  ,  公共设施管理业,0,  官亭镇人民政府,  0.001.00,2018年12月4日,2019年1月18日,2020年1月17日,
 肥东县,  安徽省晟源生物科技有限公司口腔贴生产项目,  肥东县撮镇镇瑶岗路北侧,1.1088,  工业用地,  挂牌出让,50,  医药制造业,243.936,  安徽省晟源生物科技有限公司?,  1.000.00,2018年12月4日,2019年3月4日,2020年3月4日,
 肥东县,  安徽畅岳科技有限公司彩塑铝合金门窗生产项目,  肥东县石塘镇马集工业区永江公司北侧,1.6667,  工业用地,  挂牌出让,50,  金属制品业,345.0069,  安徽畅岳科技有限公司?,  1.000.00,2018年12月4日,2019年3月4日,2020年3月4日,
 肥东县,  肥东县桥头集镇人民政府公园绿地项目,  肥东县桥头集镇境内,8.2289,  公园与绿地,  划拨,  ,  居民服务业,  ,  肥东县桥头集镇人民政府,1,2018年12月4日,  ,  ,
 肥东县,  安徽蓝韵包装有限公司环保包装产品生产项目,  肥东县石塘镇马集工业区永江米业西侧,0.8755,  工业用地,  挂牌出让,50,  其它,181.2285,  安徽蓝韵包装有限公司?,  1.000.00,2018年12月4日,2019年3月4日,2020年3月4日,
 肥东县,  安徽七星电工有限责任公司电线电缆生产项目,  肥东县桥头集镇裕溪路南侧,1.3333,  工业用地,  挂牌出让,50,  通讯设备、计算机及其他电子设备制造业,275.9931,  安徽七星电工有限责任公司?,1,2018年12月4日,2019年3月4日,2020年3月4日,
 肥西县,  安徽绿城科技发展有限公司,  柏堰科技园,1.768712,  工业用地,  挂牌出让,50,  其他服务业,679.1854,  安徽绿城科技发展有限公司?,  1.200.00,2018年12月3日,2019年2月26日,2020年2月25日,
 合肥市本级,  十五里河流域治理一期匡河处初期雨水调蓄工程,  合肥市蜀山区政务区南二环与裴翠路交口西北角,2.305995,  公共设施用地,  划拨,  ,  公共设施管理业,  ,  巢湖城市建设投资有限公司,  ,2018年12月3日,2019年4月2日,2020年4月2日,
 合肥市本级,  颖上路（北二环路-涡阳路）,  合肥市庐阳区颖上路（北二环路-涡阳路）,2.2416,  街巷用地,  划拨,  ,  国家机构,0,  合肥市庐阳区住房和城乡建设局,  0.000.00,2018年12月3日,2019年3月2日,2020年3月2日,
 合肥市本级,  鹤翔园,  合肥新站区梅冲湖路与九顶山路交口西北角,15.157274,  经济适用住房用地,  划拨,  ,  房地产业,0,  中国房地产开发合肥有限公司,  2.072.07,2018年12月2日,2019年4月2日,2020年4月2日,
 合肥市本级,  合肥市滨湖新区建设管理委员会,  合肥市滨湖新区,0.458904,  街巷用地,  划拨,  ,  国家机构,0,  旗山路（紫云路-长沙路）,  0.000.00,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  茶马路（贵阳路-珠江路）,  合肥市滨湖新区,0.538076,  街巷用地,  划拨,  ,  群众团体、社会团体和宗教组织,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年2月28日,2020年2月28日,
 合肥市本级,  扬南支路（扬子江路-南京路）,  合肥市滨湖新区,0.645598,  街巷用地,  划拨,  ,  国家机构,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  广东路（紫云路-宁波路）,  合肥市滨湖新区,1.995885,  街巷用地,  划拨,  ,  国家机构,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  嘉陵江路（昌都路-贵州路）,  合肥市滨湖新区,4.265993,  街巷用地,  划拨,  ,  国家机构,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  大理路（贵阳路-珠江路）,  合肥市滨湖新区,1.406182,  街巷用地,  划拨,  ,  国家机构,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  新站高新区零星市政道路,  合肥新站高新区境内,0.878746,  街巷用地,  划拨,  ,  房地产业,0,  合肥新创投资控股有限公司,  0.000.00,2018年11月30日,2019年1月30日,2020年1月30日,
 合肥市本级,  泉州路（紫云路-迎淮路）,  合肥市滨湖新区,0.75364,  街巷用地,  划拨,  ,  国家机构,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  龙谷华庭安置点一期C区,  合肥市瑶海区二十埠河以东、长临以北,0.123102,  经济适用住房用地,  划拨,  ,  国家机构,  ,  合肥龙岗综合经济开发区管委会,2.72,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  嘉陵江路（玉龙路-昌都路）,  合肥市滨湖区,1.950314,  街巷用地,  划拨,  ,  群众团体、社会团体和宗教组织,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年2月28日,2020年2月28日,
 合肥市本级,  福建路（扬子江路-万泉河路,  合肥市滨湖新区,2.155522,  街巷用地,  划拨,  ,  国家机构,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  星火路（大理路-云南路,  合肥市滨湖新区,0.461953,  街巷用地,  划拨,  ,  国家机构,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  方兴大道（沪蓉高速-包河大道）快速化改造工程,  合肥市滨湖新区,9.608023,  街巷用地,  划拨,  ,  国家机构,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月30日,2019年2月28日,2020年2月28日,
 合肥市本级,  护城路（濛河路-元瞳路）,  合肥市新站区护城路（濛河路-元瞳路）,25.915352,  街巷用地,  划拨,  ,  房地产业,0,  合肥新创投资控股有限公司,  0.000.00,2018年11月30日,2019年2月28日,2021年8月28日,
 合肥市本级,  江西路（锦绣大道-紫云路）,  合肥市滨湖新区,0.165884,  街巷用地,  划拨,  ,  房地产业,0,  合肥市滨湖新区建设投资有限公司,  0.000.00,2018年11月30日,2019年3月30日,2020年3月30日,
 合肥市本级,  铜望交口地下停车场项目,  合肥市包河区望江路与铜陵路交口东北角,0.808324,  公共设施用地,  划拨,  ,  房地产业,0,  合肥城建投资控股有限公司,  0.000.00,2018年11月29日,2019年2月28日,2020年2月28日,
 长丰县,  罗塘乡LT2016-2号地块（边角地）,  罗塘乡,0.0139,  公园与绿地,  划拨,  ,  中国共产党机关,  ,  罗塘乡人民政府,  ,2018年11月29日,  ,  ,
 合肥市本级,  合肥市包河文化产业投资有限公司,  合肥市包河区锦绣大道以南、黑龙江路以东,0.730562,  科教用地,  拍卖出让,50,  文化艺术业,931.4666,  合肥包河文广产业投资有限公司?,  0.000.90,2018年11月26日,2019年3月26日,2020年3月26日,
 合肥市本级,  合肥乐富强房地产开发有限公司,  合肥高新区彩虹西路以北、方兴大道以西,11.667086,  其他普通商品住房用地,  拍卖出让,70,  房地产业,122504.403,  合肥乐富强房地产开发有限公司?,  1.002.00,2018年11月26日,2019年3月26日,2021年3月25日,
 合肥市本级,  会棚路（大众路-护城路）,  合肥新站区会棚路（大众路-护城路）,4.813942,  街巷用地,  划拨,  ,  房地产业,0,  合肥新创投资控股有限公司,  0.000.00,2018年11月23日,2019年1月23日,2020年1月23日,
 合肥市本级,  临涣路（大中路-护城路）,  合肥新站区临涣路（大中路-护城路）,4.74913,  街巷用地,  划拨,  ,  房地产业,0,  合肥新创投资控股有限公司,  0.000.00,2018年11月23日,2019年2月22日,2020年2月22日,
 合肥市本级,  闸河路（大众路-护城路）,  合肥市新站区闸河路（大众路-护城路）,4.687361,  街巷用地,  划拨,  ,  房地产业,0,  合肥新创投资控股有限公司,  0.000.00,2018年11月23日,2019年2月22日,2020年2月22日,
 合肥市本级,  花园大道（黑龙江路-吉林路）绿化提升工程,  合肥市包河区大圩镇,1.7547,  公园与绿地,  划拨,  ,  中国共产党机关,0,  合肥市包河区农林水务局,  0.000.00,2018年11月22日,2019年2月21日,2020年2月21日,
 肥东县,  肥东县东城公用事业发展有限公司肥东县和睦湖景观提升工程,  合肥东部新城境内,4.6164,  公园与绿地,  划拨,  ,  公共设施管理业,3119.8243,  肥东县东城公用事业发展有限公司,  0.000.00,2018年11月21日,2019年3月21日,2021年3月21日,
 肥东县,  肥东县东城交通投资有限公司漫泉路路（龙兴大道-长山路）,  合肥循环经济示范园境内,7.9125,  公路用地,  划拨,  ,  道路运输业,1923.317,  肥东县东城交通投资有限公司,  0.000.00,2018年11月21日,2019年3月21日,2022年3月21日,
 肥东县,  合肥东部新城建设投资有限公司（长江东路-双山路）,  店埠镇境内,12.3744,  公路用地,  划拨,  ,  道路运输业,7999.3721,  合肥东部新城建设投资有限公司,  ,2018年11月21日,2019年3月21日,2022年3月21日,
 合肥市本级,  扬子江路幼儿园,  合肥滨湖新区扬子江路与广西路交口西北角,1.180153,  科教用地,  划拨,  ,  房地产业,0,  合肥市滨湖新区建设投资有限公司,  0.001.00,2018年11月21日,2019年3月20日,2020年3月20日,
 合肥市本级,  合肥市车管服务中心和驾驶人考试中心,  合肥经开区宿松路以东、云谷路以北,0.60547,  公共设施用地,  划拨,  ,  租赁业,0,  合肥市建设投资控股（集团）有限公司,  0.000.00,2018年11月21日,2019年3月20日,2020年3月20日,
 肥东县,  肥东县东城交通投资有限公司四顶山路（繁华大道-合马路）,  合肥循环经济示范园境内,8.0092,  公路用地,  划拨,  ,  道路运输业,1201.3683,  肥东县东城交通投资有限公司,  0.000.00,2018年11月21日,2019年3月21日,2022年3月21日,
 合肥市本级,  福建路（紫云路-迎淮路）,  合肥市滨湖新区,1.20902,  街巷用地,  划拨,  ,  国家机构,0,  合肥市滨湖新区建设管理委员会,  0.000.00,2018年11月21日,2019年3月20日,2020年3月20日,
 肥东县,  合肥循环经济示范园管理委员会初期雨水调蓄工程,  合肥循环经济示范园境内,1.3763,  公共设施用地,  划拨,  ,  文化艺术业,373.7569,  合肥循环经济示范园管理委员会,  1.000.00,2018年11月21日,2019年3月21日,2021年3月21日,
 肥东县,  合肥交通投资控股有限公司S260新合蚌路改建工程,  肥东县元疃镇、白龙镇,27.9842,  公路用地,  划拨,  ,  道路运输业,3878.4917,  合肥交通投资控股有限公司,  ,2018年11月21日,2019年3月21日,2022年3月21日,
 合肥市本级,  合肥亿达智慧科技城项目,  店埠镇日出路与闻水路交口东南角,10.9621,  其他普通商品住房用地,  挂牌出让,70,  房地产业,95370.27,  合肥亿达智慧城科技发展有限公司?,  1.002.00,2018年11月21日,2019年3月21日,2021年3月21日,
 合肥市本级,  巢湖西岸雨水处置工程（塘西河初期雨水治理工程）,  合肥市滨湖新区,0.2485,  公共设施用地,  划拨,  ,  房地产业,0,  合肥市滨湖新区建设投资有限公司,  0.000.00,2018年11月21日,2019年3月20日,2020年3月20日,
 肥东县,  肥东县教育体育局锦源春天幼儿园,  肥东经开区临泉东路与金阳路交口东北,1.4422,  科教用地,  划拨,  ,  道路运输业,324.495,  肥东县教育体育局,1,2018年11月21日,2019年3月21日,2022年3月21日,
 肥东县,  肥东县教育体育局合肥市师范附属小学肥东校区,  撮镇镇池河路南、汊涧路东,4.0375,  科教用地,  划拨,  ,  教育业,596.3081,  肥东县教育体育局,  1.000.00,2018年11月21日,2019年3月21日,2021年3月21日,
 合肥市本级,  淮王路（四里河路-清源路）,  合肥市庐阳区淮王路,2.2025,  街巷用地,  划拨,  ,  国家机构,0,  合肥市庐阳区住房和城乡建设局,  0.000.00,2018年11月20日,2019年3月20日,2020年3月20日,
 合肥市本级,  安徽省机械进出口公司,  合肥市庐阳区红星路177号15幢202、205室,0.003026,  其他普通商品住房用地,  协议出让,70,  租赁业,60.644,  安徽省机械进出口公司?,1,2018年11月20日,2018年11月20日,2018年11月20日,
 合肥市本级,  人才公寓周边道路,  合肥市高新区,1.476132,  街巷用地,  划拨,  ,  房地产业,0,  合肥高新城创建设投资有限公司,  0.000.00,2018年11月20日,2019年3月19日,2020年3月19日,
 合肥市本级,  明珠大道（大龙山路-鸡鸣山路）,  合肥高新区明珠大道,10.728627,  街巷用地,  划拨,  ,  房地产业,0,  合肥高新城创建设投资有限公司,  0.000.00,2018年11月20日,2019年3月19日,2020年9月19日,
 合肥市本级,  燕子河路（方兴大道-火龙地路）,  合肥高新区燕子河路,0.416005,  街巷用地,  划拨,  ,  房地产业,0,  合肥高新城创建设投资有限公司,  0.000.00,2018年11月20日,2019年3月19日,2020年3月19日,
 合肥市本级,  迎淮路（上海路-南淝河路）附属工程,  合肥市滨湖新区迎淮路与泉州路交口南侧,0.0432,  公共设施用地,  划拨,  ,  房地产业,0,  合肥市滨湖新区建设投资有限公司,  0.000.00,2018年11月20日,2019年3月19日,2020年3月19日,
 合肥市本级,  彩虹路（方兴大道-将军岭路）,  合肥高新区彩虹路,6.964646,  街巷用地,  划拨,  ,  房地产业,0,  合肥高新城创建设投资有限公司,  0.000.00,2018年11月19日,2019年3月19日,2020年3月19日,
 肥西县,  严刘路绿化,  严店乡,0.3487,  公园与绿地,  划拨,  ,  公共设施管理业,  ,  严店乡人民政府,1,2018年11月17日,2018年11月17日,2018年11月17日,
 肥西县,  官亭镇官亭村活动中心,  官亭镇,0.202695,  公共设施用地,  划拨,  ,  公共设施管理业,0,  官亭镇人民政府,  0.001.00,2018年11月17日,2018年12月31日,2019年12月30日,
 肥西县,  官亭镇团结村安置点,  官亭镇,2.0159,  经济适用住房用地,  划拨,  ,  房地产业,  ,  官亭镇人民政府,1,2018年11月17日,2018年12月28日,2019年12月27日,
 肥西县,  严店街道停车场,  严店乡,0.3326,  公共设施用地,  划拨,  ,  公共设施管理业,  ,  严店乡人民政府,1,2018年11月17日,2018年11月17日,2018年11月17日,
 肥西县,  官亭镇新民社区活动中心,  官亭镇,0.2025,  公共设施用地,  划拨,  ,  公共设施管理业,0,  官亭镇人民政府,  0.001.00,2018年11月17日,2018年12月31日,2019年12月30日,
 长丰县,  凤巢路（金海路-工商学院）,  双凤开发区,1.4886,  街巷用地,  划拨,  ,  中国共产党机关,0,  安徽长丰双凤经济开发区管理委员会,  0.000.00,2018年11月16日,2019年3月1日,2020年3月1日,
 长丰县,  岗集镇公租房补办出让,  岗集镇,1.2611,  公共租赁住房用地,  协议出让,70,  房地产业,1828.595,  合肥北城建设投资（集团）有限公司?,  ,2018年11月16日,  ,  ,
 合肥市本级,  北岗花园二期,  合肥新站区玉皇山路与卧龙路交口西南角,9.945448,  经济适用住房用地,  划拨,  ,  房地产业,0,  合肥鑫城国有资产经营有限公司,  1.000.00,2018年11月16日,2019年2月15日,2021年2月15日,
 长丰县,  个人住宅（岗集金明花园）补办出让,  岗集镇金明花园,0.002169,  经济适用住房用地,  协议出让,70,  房地产业,3.36,  陶东阳?,  ,2018年11月16日,  ,  ,
 合肥市本级,  相城路（淮海大道-学林路）,  合肥新站区相城路（淮海大道-学林路）,3.10748,  街巷用地,  划拨,  ,  房地产业,0,  合肥新创投资控股有限公司,  0.000.00,2018年11月16日,2019年3月15日,2020年3月15日,
 长丰县,  下塘镇公租房,  下塘镇,4.0677,  公共租赁住房用地,  协议出让,70,  房地产业,2391.8076,  合肥北城建设投资（集团）有限公司?,  ,2018年11月15日,  ,  ,
 肥西县,  合肥传云物联网技术有限公司,  空港经济示范区,26.923058,  仓储用地,  挂牌出让,50,  软件业,4926.9196,  合肥传云物联网技术有限公司?,  1.200.00,2018年11月15日,2019年2月6日,2021年2月5日,
 合肥市本级,  安徽省合肥小汽车维修服务有限责任公司,  合肥市瑶海区龙岗开发区汊涧路以西、新安江路以北,1.462,  工业用地,  挂牌出让,50,  其他服务业,561.408,  安徽省合肥市小汽车维修服务有限责任公司?,  1.200.00,2018年11月15日,2019年3月15日,2020年3月15日,
 长丰县,  岗集镇育才路项目,  岗集镇,3.1726,  街巷用地,  划拨,  ,  中国共产党机关,0,  岗集镇人民政府,  0.000.00,2018年11月15日,2019年3月1日,2020年3月1日,
 肥西县,  合肥微小卫星科技有限公司,  桃花工业园,9.202904,  工业用地,  挂牌出让,50,  专业技术服务业,1684.1314,  合肥微小卫星科技有限公司?,  1.000.00,2018年11月14日,2019年2月6日,2020年8月5日,
 长丰县,  蒙城北路（涡河路-五湖大道）建设项目,  双墩镇,7.33,  街巷用地,  划拨,  ,  中国共产党机关,0,  长丰县双墩镇人民政府,  0.000.00,2018年11月14日,2019年3月1日,2020年3月1日,
 肥西县,  派河大道（绿地）,  上派镇,0.8681,  公园与绿地,  划拨,  ,  公共设施管理业,  ,  上派镇人民政府,1,2018年11月12日,2018年11月12日,2018年11月12日,
 肥西县,  花岗镇正新村活动场所,  花岗镇,0.18,  公共设施用地,  划拨,  ,  公共设施管理业,0,  肥西县花岗镇人民政府,  0.001.00,2018年11月12日,2018年12月28日,2019年12月27日,
 肥西县,  三河绿化,  三河镇,0.435475,  公园与绿地,  划拨,  ,  公共设施管理业,  ,  三河镇人民政府,1,2018年11月12日,2018年11月12日,2018年11月12日,
 肥西县,  绿化,  三河镇,0.1374,  公园与绿地,  划拨,  ,  公共设施管理业,  ,  三河镇人民政府,1,2018年11月12日,2018年11月12日,2018年11月12日,
 肥西县,  托山路,  桃花工业园,0.848551,  街巷用地,  划拨,  ,  道路运输业,0,  桃花工业园,  0.001.00,2018年11月12日,2018年12月28日,2019年12月27日,
 肥西县,  桃花镇垃圾中转站,  桃花镇,0.1,  公共设施用地,  划拨,  ,  公共设施管理业,0,  桃花镇人民政府,  0.001.00,2018年11月12日,2018年12月31日,2019年12月30日,
 肥西县,  肥西县城乡建设投资有限公司,  花岗镇董岗路与夏郢路交口,15.246598,  经济适用住房用地,  协议出让,70,  房地产业,19538.49,  肥西县城乡建设投资有限公司?,  1.002.63,2018年11月12日,  ,  ,
 肥西县,  柏堰湖生态湿地,  桃花镇,3.893775,  公共设施用地,  划拨,  ,  公共设施管理业,  ,  桃花镇人民政府,  ,2018年11月12日,2018年11月12日,2018年11月12日,
 肥西县,  高店集镇农贸市场,  高店乡,0.362989,  公共设施用地,  划拨,  ,  居民服务业,0,  高店乡人民政府,  0.001.00,2018年11月12日,2018年12月28日,2019年12月27日,
 合肥市本级,  立基大厦二期（含无线电四厂回迁住宅）,  合肥市蜀山区金寨路与槽郢路交口西北侧,0.342081,  经济适用住房用地,  划拨,  ,  房地产业,0,  安徽蜀山城投置业有限责任公司,  0.007.00,2018年11月12日,2019年3月11日,2020年3月11日,
 肥西县,  二龙安置点,  三河镇,5.029437,  经济适用住房用地,  划拨,  ,  房地产业,0,  肥西县三河镇人民政府,  1.000.00,2018年11月12日,2018年12月25日,2019年12月30日,
 肥西县,  紫蓬山污水处理厂,  紫蓬山,2.5346,  公共设施用地,  划拨,  ,  公共设施管理业,0,  肥西县住房和城乡建设局,  0.001.00,2018年11月12日,2018年12月30日,2019年4月30日,
 肥西县,  张郢安置点（三期）绿地,  上派镇,3.255626,  公园与绿地,  划拨,  ,  公共设施管理业,  ,  上派镇人民政府,  ,2018年11月12日,2018年11月12日,2018年11月12日,
 合肥市本级,  轨道交通3号线（习友路站车站附属）,  合肥市蜀山区,0.104985,  公共设施用地,  划拨,  ,  公共设施管理业,  ,  合肥市城市轨道交通有限公司,  ,2018年11月12日,2019年2月11日,2020年2月11日,
 肥西县,  北张家园（绿地）,  上派镇,2.6667,  公园与绿地,  划拨,  ,  公共设施管理业,  ,  上派镇人民政府,1,2018年11月12日,2018年11月12日,2018年11月12日,
 合肥市本级,  合肥业昊房地产开发有限公司,  合肥市包河区龙川路以南、唐模路以东,12.285362,  其他普通商品住房用地,  拍卖出让,70,  房地产业,147424.344,  合肥业昊房地产开发有限公司?,  1.002.50,2018年11月9日,2019年3月9日,2021年3月9日,
 合肥市本级,  团肥路（二桥连接线-新桥大道）,  合肥市经开区团肥路（二桥连接线-新桥大道）,0.383548,  街巷用地,  划拨,  ,  公共设施管理业,0,  合肥经开建设投资有限公司,  0.000.00,2018年11月8日,2019年3月7日,2020年3月7日,
 合肥市本级,  合肥新站建设投资有限公司,  合肥新站高新区东淝河路以北、铜陵北路以东,2.506367,  科教用地,  拍卖出让,50,  房地产业,3421.191,  合肥新站建设投资有限公司?,  1.002.80,2018年11月8日,2019年3月8日,2020年3月8日,
 合肥市本级,  合肥旭辉企业管理有限公司,  合肥新站高新区学林路以北、张衡路以东,8.601203,  其他普通商品住房用地,  拍卖出让,70,  房地产业,83861.7293,  合肥旭辉企业管理有限公司?,  1.001.80,2018年11月8日,2019年3月8日,2021年3月8日,
 合肥市本级,  合肥东湖高新科技园发展有限公司,  合肥新站高新区双凤路以北、卧龙湖路以西,9.573199,  科教用地,  拍卖出让,50,  房地产业,13067.4167,  合肥东湖高新科技园发展有限公司?,  1.002.00,2018年11月8日,2019年3月8日,2021年3月8日,
 合肥市本级,  南京银卓房地产开发有限公司,  合肥新站高新区淮海大道以南、张衡路以东,5.478297,  其他普通商品住房用地,  拍卖出让,70,  房地产业,53413.3958,  南京银卓房地产开发有限公司?,  1.001.50,2018年11月8日,2019年3月8日,2020年3月8日,
 合肥市本级,  陶冲邻里中心,  合肥新站区大禹路与玉皇山路交口东南角,4.812403,  公共设施用地,  划拨,  ,  房地产业,0,  合肥新创投资控股有限公司,  0.000.00,2018年11月7日,2019年3月6日,2020年3月6日,
 合肥市本级,  泗水路（相山路-梦溪路）,  合肥新站区泗水路（相山路-梦溪路）,2.607133,  街巷用地,  划拨,  ,  房地产业,0,  合肥鑫城国有资产经营有限公司,  0.000.00,2018年11月7日,2019年2月6日,2020年2月6日,
 合肥市本级,  轨道交通高铁南主变电所,  合肥市包河区,0.998145,  公共设施用地,  划拨,  ,  商务服务业,0,  合肥城市轨道交通有限公司,  1.000.00,2018年11月7日,2019年2月6日,2020年2月6日,
 肥东县,  肥东县自来水厂全县供水一体化工程龙泉加压站建设项目,  桥头集镇龙泉村,0.1333,  公共设施用地,  划拨,  ,  公共设施管理业,8.8455,  肥东县自来水厂,  ,2018年11月7日,2019年8月7日,2020年8月7日,
 合肥市本级,  新店中学扩建,  合肥新站区修竹璐与通宝路交口东南角,3.281719,  科教用地,  划拨,  ,  房地产业,0,  合肥鑫城国有资产经营有限公司,  1.000.00,2018年11月7日,2019年2月6日,2020年2月6日,
 合肥市本级,  合肥市智慧养老中心,  合肥新站区李湾路与茨河路交口东北角,5.310603,  医卫慈善用地,  划拨,  ,  国家机构,0,  合肥市民政局,  1.000.00,2018年11月7日,2019年2月6日,2020年2月6日,
 合肥市本级,  新店花园小学扩建,  合肥新站区淮海大道与怀远路交口西南角,1.170779,  科教用地,  划拨,  ,  房地产业,0,  合肥鑫城国有资产经营有限公司,  1.000.00,2018年11月7日,2019年2月6日,2020年2月6日,
 合肥市本级,  合肥市铜陵北路下穿合肥东站立交配套还建工程,  合肥新站区铜陵北路与泗水路家口东南角,0.510086,  铁路用地,  划拨,  ,  铁路运输业,0,  中国铁路上海局集团有限公司,  0.000.00,2018年11月7日,2019年2月6日,2020年2月6日,
 合肥市本级,  荃湖北路,  合肥新站区东至童亭路、西至护城路,10.659666,  街巷用地,  划拨,  ,  房地产业,0,  合肥新创投资控股有限公司,  0.000.00,2018年11月7日,2019年3月6日,2020年9月6日,
 合肥市本级,  合肥包河房地产开发有限责任公司,  合肥市包河区龙川路与包河大道交口东南角,3.41343,  经济适用住房用地,  协议出让,70,  房地产业,11033.9125,  合肥包河房地产开发有限责任公司?,  ,2018年11月5日,2018年12月5日,2018年12月5日,
 合肥市本级,  合肥市夕阳红老年护理院,  合肥新站区新海大道与文忠路交口东北侧,1.891,  经济适用住房用地,  协议出让,50,  社会福利业,1200.79,  合肥市夕阳红老年护理院?,  1.001.38,2018年11月5日,2018年11月5日,2018年11月5日,
 合肥市本级,  合肥包河房地产开发有限责任公司,  合肥市包河区北京路与龙川路交口西南角,1.871386,  经济适用住房用地,  协议出让,70,  房地产业,6388.9119,  合肥包河房地产开发有限责任公司?,  ,2018年11月5日,2018年12月10日,2018年12月10日,
 合肥市本级,  合肥包河房地产开发有限责任公司,  合肥市包河区宿松路与水阳江路交口西北侧,3.344817,  经济适用住房用地,  协议出让,70,  房地产业,15011.5387,  合肥包河房地产开发有限责任公司?,  ,2018年11月5日,2018年11月5日,2018年11月5日,
 合肥市本级,  合肥包河房地产开发有限责任公司,  合肥市包河区宁国南路与九华山路交口西南侧,1.628381,  经济适用住房用地,  协议出让,70,  房地产业,7675.3739,  合肥包河房地产开发有限责任公司?,  ,2018年11月5日,2018年12月5日,2018年12月5日,
 合肥市本级,  合肥包河房地产开发有限责任公司,  合肥市包河区水阳江路与仙寓山路交口,8.555225,  经济适用住房用地,  协议出让,70,  房地产业,28873.8844,  合肥包河房地产开发有限责任公司?,  ,2018年11月5日,2018年11月5日,2018年11月5日,
 合肥市本级,  合肥包河房地产开发有限责任公司,  合肥市包河区南淝河路与铜陵路交口东南角,4.958372,  经济适用住房用地,  协议出让,70,  房地产业,17024.5703,  合肥包河房地产开发有限责任公司?,  ,2018年11月5日,2018年12月5日,2018年12月5日,
 肥东县,  肥东县店埠镇人民政府公园绿地项目,  肥东县店埠镇境内,2.489,  公园与绿地,  划拨,  ,  居民服务业,  ,  肥东县东城交通投资有限公司,  ,2018年11月1日,  ,  ,
 肥东县,  肥东县店埠镇人民政府公园绿地项目,  肥东县店埠镇境内,3.0001,  公园与绿地,  划拨,  ,  居民服务业,  ,  肥东县东城交通投资有限公司,  ,2018年11月1日,  ,  ,
 长丰县,  商业,  双凤开发区,4.6572,  其他商服用地,  挂牌出让,40,  商务服务业,13273.4,  大连万达商业管理集团股份有限公司?,  1.002.50,2018年10月31日,2019年2月28日,2021年2月28日,
 肥西县,  安徽江淮汽车集团股份有限公司,  桃花工业园新港南区,11.996874,  工业用地,  挂牌出让,50,  汽车制造,2195.4279,  安徽江淮汽车集团股份有限公司?,  0.700.00,2018年10月31日,2019年1月16日,2021年1月15日,
 长丰县,  凤霞社区（一二三期）拆迁安置工程项目,  双凤开发区,9.3093,  经济适用住房用地,  划拨,  ,  中国共产党机关,0,  安徽长丰双凤经济开发区管理委员会,  1.101.10,2018年10月31日,2019年1月1日,2020年1月1日,
 肥西县,  合肥常青机械股份有限公司,  桃花工业园新港南区,10.000024,  工业用地,  挂牌出让,50,  其它,1830.0044,  合肥常青机械股份有限公司?,  1.000.00,2018年10月31日,2019年1月16日,2021年1月15日,
 肥西县,  合肥常青机械股份有限公司,  桃花工业园新港南区,10.927656,  工业用地,  挂牌出让,50,  其它,1999.7611,  合肥常青机械股份有限公司?,  1.000.00,2018年10月31日,2019年1月16日,2021年1月15日,
 肥西县,  安徽江汽物流有限公司,  桃花工业园新港南区,10.000024,  工业用地,  挂牌出让,50,  道路运输业,1830.0044,  安徽江汽物流有限公司?,  1.000.00,2018年10月31日,2019年1月16日,2021年1月15日,
