行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,
黄山区,黄山一中室内体育馆及北门建设项目,黄山市黄山第一中学北侧,0.684046,教育用地,划拨,,教育业,0,黄山市黄山第一中学,0.000.70,2019年7月1日,2020年3月31日,2022年3月31日,
黄山区,东黄山国际小镇基础设施工程核心区公交场站,谭家桥镇,2.308152,交通服务场站用地,划拨,,国家机构,0,黄山市黄山区住房和城乡建设局,0.000.00,2019年7月1日,2020年3月31日,2022年3月31日,
祁门县,其他商服,祁门县金字牌镇继光村路口地块二,0.716097,其他商服用地,挂牌出让,40,其他服务业,645,祁门县顺达机动车检测有限公司,0.501.00,2019年6月28日,2020年6月30日,2021年12月30日,
祁门县,工业,电子电器产业园内西侧,3.12081,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,300,安徽省祁门县黄山电器有限责任公司,1,2019年6月28日,2019年10月1日,2021年10月1日,
黄山市本级,方建成,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A9地块,0.197913,其他商服用地,挂牌出让,40,工艺品及其他制造业,118.7478,方建成,0.350.63,2019年6月20日,2019年10月29日,2020年10月29日,
黄山市本级,黄山徽文化产业园发展有限公司,黄山经济开发区JK02百川单元非遗创意园A-02地块,1.245899,其他商服用地,挂牌出让,40,商务服务业,1121.3091,黄山徽文化产业园发展有限公司,1.2,2019年6月20日,2019年10月29日,2020年10月29日,
黄山市本级,阿达驻车（黄山）投资管理有限公司,屯溪四中（东至文峰路，南至率水路）,1.024638,交通服务场站用地,协议出让,32,其他服务业,157,阿达驻车（黄山）投资管理有限公司,0.000.00,2019年6月11日,2019年9月10日,2020年9月10日,
祁门县,住宅,茶山公园（古老坞）西侧,0.609207,城镇住宅用地,挂牌出让,0,房地产业,1550,祁门县野林房地产开发有限责任公司,1.201.80,2019年6月11日,2020年6月30日,2022年6月30日,
黄山区,耿城镇辅村村浦溪河西侧地块,耿城镇辅村村,4.605315,其他商服用地,挂牌出让,39,商务服务业,3460,荣盛康旅投资有限公司,0.000.40,2019年6月11日,2020年3月10日,2022年3月10日,
休宁县,黄山衡运置业有限公司,休宁县东临溪镇黄山宝纳制茶有限公司东侧,4.26393,城镇住宅用地,挂牌出让,70,房地产业,6725.6897,黄山衡运置业有限公司,1.001.60,2019年6月10日,2019年11月10日,2020年11月10日,
徽州区,仁义寺,徽州区西溪南镇丰乐河南岸、荷花坦东侧,1.3158,商务金融用地,挂牌出让,40,文化艺术业,1381.59,黄山望山文旅发展有限公司,0.600.80,2019年6月6日,2021年1月6日,2024年1月6日,
徽州区,仁义寺,徽州区西溪南镇丰乐河南岸、荷花坦东侧,2.2929,商务金融用地,挂牌出让,40,文化艺术业,2407.545,黄山望山文旅发展有限公司,0.600.80,2019年6月6日,2021年1月6日,2024年1月6日,
黄山区,雄盛新材料A-51地块九,黄山太平经济开发区A-51地块九,0.902833,工业用地,挂牌出让,50,制造业,87,黄山雄盛新材料科技有限公司,1.000.00,2019年6月5日,2020年3月4日,2022年3月4日,
黄山区,振浔新材料A-51地块八,黄山太平经济开发区A-51地块八,1.077312,工业用地,挂牌出让,50,制造业,104,黄山振浔新材料科技有限公司,1.000.00,2019年6月5日,2020年3月4日,2022年3月4日,
黄山区,浙弘新材料A-51地块七,黄山太平经济开发区A-51地块七,1.326113,工业用地,挂牌出让,50,制造业,128,黄山浙弘新材料科技有限公司,1.000.00,2019年6月5日,2020年3月4日,2022年3月4日,
黄山区,智易新材料A-51地块十,黄山太平经济开发区A-51地块十,0.809917,工业用地,挂牌出让,50,制造业,78,黄山智易新材料科技有限公司,1.000.00,2019年6月5日,2020年3月4日,2022年3月4日,
黄山区,明荣新材料A-57地块二,黄山太平经济开发区A-57地块二,2.743515,工业用地,挂牌出让,50,制造业,264,黄山明荣新材料科技有限公司,1.000.00,2019年6月5日,2020年3月4日,2022年3月4日,
歙县,汉合智能设备,开发区城西园区（原循环园）,1.006628,工业用地,挂牌出让,50,专用设备制造业,147.9743,黄山汉合智能设备有限公司,1.001.20,2019年6月4日,2019年12月30日,2020年12月30日,
休宁县,休宁未来之家置业有限公司,休宁县海阳镇东湖花园南侧,0.617226,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,房地产业,1586.3424,休宁未来之家置业有限公司,1.001.50,2019年5月31日,2019年10月31日,2020年10月31日,
黄山市本级,黄山百怡饮品股份有限公司,黄山经济开发区新兴园A-1地块，迎客松大道东侧，战兴一路北侧,3.998829,工业用地,挂牌出让,50,饮料制造业,659.8068,黄山百怡饮品股份有限公司,1.200.00,2019年5月30日,2019年11月8日,2020年11月8日,
徽州区,年产5万吨高性能改性材料项目,徽州区循环园虎亭路延伸段南侧、嘉恒科技北侧,0.8482,工业用地,挂牌出让,50,化学原料及化学制品制造业,122.1408,黄山尚傅科技有限公司,1.000.00,2019年5月29日,2020年12月28日,2022年12月28日,
徽州区,年产10000吨电子化工品-电子级TGIC技改扩建和搬迁升级绿色智能化项目,徽州区循环园昌盛路侧延伸西段，华惠科技南侧,5.1999,工业用地,挂牌出让,50,化学原料及化学制品制造业,748.7856,黄山华惠科技有限公司,1.000.00,2019年5月29日,2020年12月28日,2023年12月28日,
徽州区,新型环保高性能混凝土粘度改性剂项目,徽州区循环园虎亭路延伸段北侧、奥卡项目东侧,0.7086,工业用地,挂牌出让,50,化学原料及化学制品制造业,102.0384,安徽科瑞艾迪新材料科技有限公司,1.000.00,2019年5月29日,2020年12月28日,2022年12月28日,
休宁县,G205五里亭至桃林公路改建工程项目,东临溪镇璜源村，龙田乡浯田村、桃林村。,23.2124,公路用地,划拨,,道路运输业,4195.2693,休宁县交通运输局,0.000.00,2019年5月22日,2019年6月10日,2020年7月9日,
黄山市本级,黎山新村二期（黎山苑）,屯溪区黎阳镇,0.983871,城镇住宅用地,划拨,,国家机构,88,黄山市屯溪区黎阳镇人民政府,1.001.63,2019年5月15日,2019年8月19日,2021年5月19日,
黄山市本级,黄山徽文化产业园发展有限公司,黄山经济开发区A-5部分地块，金鸡路南侧，梅林大道西侧,3.850439,工业用地,挂牌出让,50,餐饮业,635.3224,黄山徽文化产业园发展有限公司,1.2,2019年5月13日,2019年9月21日,2020年9月21日,
黄山市本级,黄山富田精工制造有限公司,黄山经济开发区A-3-3地块，徽光路南侧,2.59253,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,427.7675,黄山富田精工制造有限公司,1.2,2019年5月13日,2019年10月21日,2020年10月21日,
黄山市本级,吴笑梅,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A2-4地块，丹霞路东侧，歙州路南侧,0.10671,其他商服用地,挂牌出让,40,工艺品及其他制造业,64.026,吴笑梅,0.350.63,2019年5月13日,2019年9月21日,2020年9月21日,
黄山市本级,安徽智宬轩门窗系统科技有限公司,黄山经济开发区新兴园E-1地块，翰林路西侧,3.262706,工业用地,挂牌出让,50,家具制造业,538.3465,安徽智宬轩门窗科技有限公司,1.2,2019年5月13日,2019年10月21日,2020年10月21日,
歙县,华鑫北斗通信科技,歙县经济开发区,0.530223,工业用地,挂牌出让,50,软件业,77.9428,安徽华鑫北斗通信智能科技有限公司,1.000.00,2019年4月29日,2019年12月30日,2020年12月30日,
歙县,华鑫北斗信息技术,歙县经济开发区,0.432969,工业用地,挂牌出让,50,软件业,63.6465,安徽华鑫北斗信息技术有限公司,1.000.00,2019年4月29日,2019年12月30日,2020年12月20日,
歙县,香宁众创抗科技,歙县经济开发区,0.978099,工业用地,挂牌出让,50,商务服务业,143.7806,安徽香宁众创科技服务有限公司,1.000.00,2019年4月29日,2019年12月30日,2021年12月30日,
歙县,老汽车站,徽城镇练江大桥、新安路以南（老汽车站）,1.670581,城镇住宅用地,挂牌出让,城镇住宅用地70年; 零售商业用地40年;,房地产业,4610.8036,黄山市淳石九间堂房地产开发有限公司,1.201.40,2019年4月25日,2019年12月31日,2021年12月31日,
黄山区,东黄山国际小镇基础设施工程干子路（谭家桥南路~滨河路）项目,谭家桥镇,2.852795,城镇村道路用地,划拨,,国家机构,0,黄山市黄山区住房和城乡建设局,0.000.00,2019年4月25日,2020年1月24日,2022年1月24日,
歙县,二中西侧,紫经大道北侧（二中西南侧）,3.167041,城镇住宅用地,挂牌出让,70,房地产业,10134.5312,黄山市淳石九间堂房地产开发有限公司,1.002.00,2019年4月25日,2019年12月31日,2021年12月31日,
休宁县,凯盛石英材料（黄山）有限公司,休宁县岭南乡璜茅村,0.010633,工业用地,挂牌出让,50,其它,1.999,凯盛石英材料（黄山）有限公司,1,2019年4月23日,2019年11月23日,2020年11月23日,
休宁县,凯盛石英材料（黄山）有限公司,休宁县岭南乡璜茅村,0.070895,工业用地,挂牌出让,50,其它,13.3282,凯盛石英材料（黄山）有限公司,1,2019年4月23日,2019年11月23日,2020年11月23日,
休宁县,凯盛石英材料（黄山）有限公司,休宁县岭南乡璜茅村,0.009405,工业用地,挂牌出让,50,其它,1.7681,凯盛石英材料（黄山）有限公司,1,2019年4月23日,2019年11月23日,2020年11月23日,
休宁县,凯盛石英材料（黄山）有限公司,休宁县岭南乡璜茅村,0.052364,工业用地,挂牌出让,50,其它,9.8444,凯盛石英材料（黄山）有限公司,1,2019年4月23日,2019年11月23日,2020年11月23日,
休宁县,黄山岭南九龙旅游开发有限公司,休宁县岭南乡岭南村,0.577448,其他商服用地,挂牌出让,40,房地产业,407.1008,黄山岭南九龙旅游开发有限公司,0.600.80,2019年4月23日,2019年9月23日,2020年9月23日,
休宁县,黄山市月溪置业有限公司,休宁县溪口镇溪口村,0.254862,城镇住宅用地,挂牌出让,城镇住宅用地63.9年; 其他商服用地33.9年;,房地产业,179.6777,黄山市月溪置业有限公司,1.001.80,2019年4月23日,2019年9月23日,2020年9月23日,
休宁县,凯盛石英材料（黄山）有限公司,休宁县岭南乡璜茅村,0.204143,工业用地,挂牌出让,50,其它,38.3788,凯盛石英材料（黄山）有限公司,1,2019年4月23日,2019年11月23日,2020年11月23日,
休宁县,凯盛石英材料（黄山）有限公司,休宁县岭南乡璜茅村,0.857157,工业用地,挂牌出让,50,其它,161.1455,凯盛石英材料（黄山）有限公司,1,2019年4月23日,2019年11月23日,2020年11月23日,
休宁县,黄山岭南九龙旅游开发有限公司,休宁县岭南乡岭南村,0.660139,其他商服用地,挂牌出让,40,房地产业,465.3979,黄山岭南九龙旅游开发有限公司,0.601.00,2019年4月23日,2019年9月23日,2020年9月23日,
休宁县,凯盛石英材料（黄山）有限公司,休宁县岭南乡璜茅村,0.00445,工业用地,挂牌出让,50,其它,0.8366,凯盛石英材料（黄山）有限公司,1,2019年4月23日,2019年11月23日,2020年11月23日,
休宁县,凯盛石英材料（黄山）有限公司,休宁县岭南乡璜茅村,0.148671,工业用地,挂牌出让,50,其它,27.9501,凯盛石英材料（黄山）有限公司,1,2019年4月23日,2019年11月23日,2020年11月23日,
歙县,叶硒老年公寓,三阳镇叶村村,0.2654,社会福利用地,划拨,,中国共产党机关,53.08,歙县三阳镇人民政府,0.801.40,2019年4月22日,,,
黄山区,谢雅芬耿城镇政府东侧地块,耿城镇,0.634766,其他商服用地,挂牌出让,40,住宿和餐饮业,502,谢雅芬,0.800.85,2019年4月22日,2020年1月21日,2022年1月21日,
歙县,徽州历史博物馆,歙县徽州古城内（打箍井街至石头屋路段，瓮城城墙及府前街）,1.0096,文化设施用地,划拨,,中国共产党机关,222.112,歙县博物馆,0.001.00,2019年4月18日,2019年10月30日,2021年4月30日,
歙县,兰信酒店,紫经大道南侧，歙州大道北侧,0.559621,旅馆用地,挂牌出让,40,住宿业,488.5492,黄山兰信大酒店有限公司,0.004.80,2019年4月16日,2020年4月30日,2022年10月30日,
歙县,鸿宇车辆智能科技,歙县经济开发区,11.99447,工业用地,挂牌出让,50,汽车制造,1763.1871,黄山鸿宇车辆智能科技有限公司,1.000.00,2019年4月16日,2019年12月30日,2022年12月30日,
歙县,歙县二中操场扩建,徽城镇新洲（歙县第二中学）,0.352732,教育用地,划拨,,教育业,77.601,歙县第二中学,0.1,2019年4月16日,,,
歙县,35千伏溪头输变电工程,溪头镇溪头村,0.18639,公用设施用地,划拨,,水力发电,37.277,国网安徽省电力有限公司歙县供电公司,0.15,2019年4月16日,,,
黟县,秘境,黟县渔亭镇桃源村,0.2591,其他商服用地,挂牌出让,40,住宿业,108.822,黄山秘境旅游开发有限公司,0.300.50,2019年4月16日,2019年12月16日,2021年12月16日,
黟县,时光码头酒店,黟县渔亭镇团结村,0.1839,其他商服用地,挂牌出让,40,住宿业,165.51,黄山时光码头酒店管理有限公司,1.001.20,2019年4月16日,,,
徽州区,城东供热三期,城东循环经济园新佳精细化工项目东侧,0.0854,工业用地,挂牌出让,50,电力、热力的生产和供应业,12.2976,黄山市徽州区城东工业供热有限公司,0.600.00,2019年4月15日,2020年11月15日,2022年11月15日,
歙县,九星环保,歙县开发区城西园区（原循环园）,0.367165,工业用地,挂牌出让,50,其它,53.9733,黄山九星环保科技有限公司,1.000.00,2019年4月15日,2019年11月30日,2020年11月30日,
休宁县,黄山市迎客松啤酒股份有限公司,休宁经开区尧舜工业园区,4.809296,工业用地,挂牌出让,50,饮料制造业,476.1203,黄山市迎客松啤酒股份有限公司,1,2019年4月15日,2019年9月15日,2020年9月15日,
徽州区,继远首府东侧地块,徽州区滨河北路北侧、继远首府东侧,1.5529,城镇住宅用地,挂牌出让,70,房地产业,4425.765,黄山建桥置业有限公司,1.001.60,2019年4月15日,2020年11月15日,2023年11月15日,
休宁县,安徽兆华置业有限公司,休宁县东临溪镇临溪村,8.151559,其他商服用地,挂牌出让,40,房地产业,2567.7411,安徽兆华置业有限公司,0.8,2019年4月10日,2019年9月10日,2020年9月10日,
休宁县,黄山市新安源有机茶开发有限公司,休宁县鹤城乡渔塘村,1.1362,工业用地,挂牌出让,50,农副食品加工业,205.65,黄山市新安源有机茶开发有限公司,1,2019年4月10日,2019年10月10日,2020年10月10日,
休宁县,黄山恒茂机械设备租赁有限公司,休宁县万安镇万新村,0.500263,仓储用地,挂牌出让,50,装卸搬运和其他运输服务业,112.5991,黄山恒茂机械设备租赁有限公司,1,2019年4月10日,2019年10月10日,2020年10月10日,
歙县,职业培训,富堨镇徐村（仰村段金马驾校对面）,0.27647,商务金融用地,挂牌出让,40,商务服务业,191.5937,歙县振齐职业培训学校,0.801.60,2019年4月10日,2019年10月30日,2021年4月30日,
休宁县,安徽黄山巴家坞（五城）110千伏输变电工程,休宁县商山镇,0.7701,水工建筑用地,划拨,,水力发电,117.1356,国网安徽省电力有限公司黄山供电公司,0.001.20,2019年4月10日,2019年4月30日,2020年4月28日,
休宁县,黄山市月潭湖开发投资有限公司,休宁县溪口镇石田村,1.19459,其他商服用地,挂牌出让,40,房地产业,941.34,黄山市月潭湖开发投资有限公司,0.6,2019年4月10日,2019年9月10日,2020年9月10日,
休宁县,黄山聚力机械租赁有限公司,休宁县万安镇万新村,0.457881,仓储用地,挂牌出让,50,仓储业,103.0232,黄山聚力机械租赁有限公司,1,2019年4月10日,2019年10月10日,2020年10月10日,
休宁县,黄山徽岳旅游服务有限公司,休宁县齐云山镇岩前村齐云山法庭西侧,0.215243,其他商服用地,挂牌出让,40,住宿业,144.43,黄山徽岳旅游服务有限公司,1.6,2019年4月10日,2019年8月10日,2020年8月10日,
休宁县,黄山粤丰置业有限公司,休宁县东临溪镇广源路南侧,5.01636,城镇住宅用地,拍卖出让,城镇住宅用地70年; 其他商服用地40年;,房地产业,10534.3707,黄山粤丰置业有限公司,1.001.80,2019年4月10日,2019年9月10日,2020年9月10日,
黄山区,依杰纺织A-56地块二,黄山太平经开区,4.285018,工业用地,挂牌出让,50,制造业,412,黄山依杰纺织品有限公司,1.200.00,2019年4月9日,2020年1月8日,2022年1月8日,
黄山区,双华纺织A-56地块三,黄山太平经开区,6.555527,工业用地,挂牌出让,50,制造业,630,黄山双华纺织品有限公司,1.200.00,2019年4月9日,2020年1月8日,2022年1月8日,
黄山市本级,余海,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A7-2地块,0.298103,其他商服用地,挂牌出让,40,工艺品及其他制造业,178.8618,余海,0.350.63,2019年4月4日,2019年8月13日,2020年8月13日,
黄山市本级,范福安,黄山经济开发区非遗创意园大师庄园一期A6地块,0.356446,其他商服用地,挂牌出让,40,工艺品及其他制造业,213.8676,范福安,0.350.65,2019年4月4日,2019年8月13日,2020年8月13日,
休宁县,刘小牛,休宁县海阳镇枕头山,0.030617,城镇住宅用地,协议出让,其他商服用地40年; 城镇住宅用地70年;,房地产业,10.5209,刘小牛,1.001.50,2019年4月4日,,,
休宁县,休宁县东城区整体城镇化建设（棚改）关帝亭安置小区建设项目,休宁县万安镇,2.6073,城镇住宅用地,划拨,,居民服务业,586.6373,休宁县齐云城市建设投资有限责任公司,1.001.20,2019年4月3日,2019年5月10日,2019年12月30日,
祁门县,住宅,祁山镇中心南路仁济桥西侧,0.218538,城镇住宅用地,挂牌出让,70,房地产业,860,祁门县房地产开发公司,1.201.70,2019年4月2日,2020年6月30日,2021年6月30日,
黄山区,新华乡天然气利用工程,新华乡,0.300456,公用设施用地,协议出让,50,电力、燃气及水的生产和供应业,50,黄山中燃城镇燃气有限公司,0.000.06,2019年4月2日,2020年1月1日,2022年1月1日,
黄山区,上海市黄山茶林场安全保障综合楼工程项目,谭家桥镇,0.49514,公用设施用地,划拨,,批发和零售业,0,上海市黄山茶林场,0.300.50,2019年3月28日,2019年12月27日,2021年12月27日,
黄山区,象形路二期,黄山太平经开区,0.482379,公路用地,划拨,,制造业,0,黄山区综合经济园区投资开发有限公司,0.000.00,2019年3月28日,2019年12月27日,2021年12月27日,
黄山区,广阳35千伏变电站,太平湖镇二都村,0.286731,公用设施用地,划拨,,电力、燃气及水的生产和供应业,0,国网安徽省电力有限公司黄山市黄山区供电公司,0.000.30,2019年3月28日,2019年12月27日,2021年12月27日,
黄山区,柯五平户住宅,甘棠镇立新村新门组,0.009,城镇住宅用地,协议出让,70,农业,13.52,柯五平,2.492.49,2019年3月28日,2019年12月27日,2021年12月27日,
黄山区,赵珺户店面房,甘棠镇清溪路南侧,0.006169,其他商服用地,协议出让,34.21,餐饮业,12.11,赵珺,0.000.00,2019年3月28日,,,
歙县,S324歙县金山至县城公路改建工程,歙县徽城镇、桂林镇、北岸镇境内,38.9759,公路用地,划拨,,道路运输业,0,歙县交通运输局,0.000.00,2019年3月26日,2019年10月30日,2021年10月30日,
歙县,博盛纺织,歙县经济开发区,0.564358,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,55.8714,黄山博盛纺织有限公司,1.000.00,2019年3月26日,,,
黄山市本级,新潭安置区二期,屯溪区新潭镇东关路北侧,0.35519,城镇住宅用地,划拨,,其他服务业,431.5733,黄山城投集团有限公司,1.002.40,2019年3月25日,2019年6月25日,2021年3月25日,
歙县,叶硒庄园老年公寓,三阳镇叶村村,0.11351,社会福利用地,协议出让,50,社会福利业,24.6317,歙县叶硒庄园老年公寓,0.801.40,2019年3月22日,,,
休宁县,黄山荣达置业有限公司,屯黄公路翡翠小区西南侧,0.047264,城镇住宅用地,协议出让,69.5,房地产业,44.81,黄山荣达置业有限公司,1.001.60,2019年3月20日,2019年6月20日,2020年6月20日,
休宁县,黄山渭桥文化旅游发展有限公司,休宁县渭桥乡渭桥村,0.165183,其他商服用地,协议出让,40,房地产业,88.9257,黄山渭桥文化旅游发展有限公司,0.600.80,2019年3月20日,2019年6月20日,2020年6月20日,
黟县,基础设施用地,宏村镇龙江村,0.0221,公用设施用地,划拨,,国家机构,,黟县人民政府,,2019年3月15日,,,
黄山区,新华乡燃气站边角地,新华乡,0.041144,公园与绿地,划拨,,国家机构,,黄山市黄山区土地收购储备中心,,2019年3月14日,,,
黄山市本级,蒋劲华,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A5‘-1地块,0.207653,其他商服用地,挂牌出让,40,工艺品及其他制造业,124.5918,蒋劲华,0.350.63,2019年3月13日,2019年7月21日,2020年7月21日,
黄山市本级,李昌鸿,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A4-4地块,0.086411,其他商服用地,挂牌出让,40,工艺品及其他制造业,51.8466,李昌鸿,0.350.63,2019年3月13日,2019年7月21日,2020年7月21日,
黄山市本级,程剑峰,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A2-3地块,0.166317,其他商服用地,挂牌出让,40,工艺品及其他制造业,99.7902,程剑峰,0.350.63,2019年3月13日,2019年7月21日,2020年7月21日,
黄山市本级,阿达驻车（黄山）投资管理有限公司,前园南路与长干中路、长干东路交汇处地下空间,0.560094,交通服务场站用地,协议出让,32,公共设施管理业,67.2113,阿达驻车（黄山）投资管理有限公司,0.000.00,2019年3月13日,2019年8月12日,2021年8月12日,
黄山市本级,俞均鹏,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A4-2地块,0.168049,其他商服用地,挂牌出让,40,工艺品及其他制造业,100.8294,俞均鹏,0.350.63,2019年3月13日,2019年7月21日,2020年7月21日,
黄山市本级,方敏,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A5‘-2地块,0.200423,其他商服用地,挂牌出让,40,工艺品及其他制造业,120.2538,方敏,0.350.63,2019年3月13日,2019年7月21日,2020年7月21日,
黄山市本级,董建,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A2-2地块,0.141577,其他商服用地,挂牌出让,40,工艺品及其他制造业,84.9462,董建,0.350.63,2019年3月13日,2019年7月21日,2020年7月21日,
祁门县,芦溪35千伏输变电站建设项目,芦溪乡,0.331,公用设施用地,划拨,,火力发电,,国网安徽省电力有限公司祁门县供电公司,0.101.00,2019年3月13日,2019年6月30日,2020年6月30日,
黄山市本级,戴李平,黄山经济开发区JK02百川单元非遗创意园大师庄园一期A4-5地块,0.176004,其他商服用地,挂牌出让,40,工艺品及其他制造业,105.6024,戴李平,0.350.65,2019年3月13日,2019年7月21日,2020年7月21日,
歙县,吴川村金三角安置区,桂林镇吴川村,3.50693,城镇住宅用地,划拨,,中国共产党机关,526.3885,歙县桂林镇人民政府,1.001.60,2019年3月5日,,,
歙县,吴川造地安置区,桂林镇吴川村,0.789836,城镇住宅用地,划拨,,中国共产党机关,173.7369,歙县桂林镇人民政府,1,2019年3月5日,2019年10月30日,2021年10月30日,
歙县,城东保障性住房小区,徽城镇新路村,1.713989,城镇住宅用地,划拨,,社会保障业,377.0776,歙县住房保障建设中心,1.091.09,2019年3月5日,2019年7月30日,2021年1月28日,
歙县,老王马,徽城镇新路街（王马电源老厂址）,3.168762,其他商服用地,挂牌出让,40,房地产业,6179.0859,黄山海天文旅有限公司,2.5,2019年2月28日,2019年9月30日,2021年9月30日,
歙县,原赛力特,徽城镇旸村,4.470115,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,房地产业,7800.3507,黄山海天文旅有限公司,1.001.85,2019年2月28日,2019年9月30日,2021年9月30日,
休宁县,安徽高速通宁开发有限公司,休宁县海阳镇滨江路,0.035288,城镇住宅用地,协议出让,70,房地产业,79.9877,安徽高速通宁开发有限公司,1.001.50,2019年2月26日,,,
休宁县,安徽高速通宁开发有限公司,休宁县海阳镇滨江路,0.156807,城镇住宅用地,协议出让,70,房地产业,356.4223,安徽高速通宁开发有限公司,1.001.50,2019年2月26日,,,
歙县,紫金山老年公寓,桂林镇竦口新管村紫金山,0.095652,社会福利用地,协议出让,50,社会福利业,25.8261,歙县紫金山生态农业园有限公司,2.592.59,2019年2月25日,,,
歙县,四方能源再生铝业,歙县循环经济园,1.497389,工业用地,挂牌出让,50,废弃资源和废旧材料回收加工业,143.7493,歙县四方再生铝业有限公司,1.000.00,2019年2月22日,2019年9月30日,2020年9月30日,
黄山区,原朝阳中学地块乒乓球训练基地,甘棠镇庄里村,1.331309,其他商服用地,挂牌出让,40,体育,650,安徽省惠友生态农业有限公司,0.001.00,2019年2月18日,2019年11月17日,2021年11月17日,
黄山区,恒大种猪场地块,甘棠镇,10.769342,城镇住宅用地,挂牌出让,70,房地产业,20200,恒大地产集团合肥有限公司,1.001.60,2019年2月18日,2019年11月17日,2022年11月17日,
休宁县,安徽科瑞新电气自动化有限公司,休宁县经开区石门路以西、智谷路以北,2.77915,工业用地,挂牌出让,50,专用设备制造业,275.22,安徽科瑞新电气自动化有限公司,1.001.50,2019年2月15日,2019年8月15日,2020年8月15日,
休宁县,齐云山投资集团有限公司,休宁县齐云山镇岩前村,0.33361,其他商服用地,挂牌出让,40,房地产业,130.7751,齐云山投资集团有限公司,0.1,2019年2月15日,2019年7月15日,2020年7月15日,
黄山区,铭聚制冷A-21地块一,安徽黄山太平经济开发区A-21地块一,1.312902,工业用地,挂牌出让,50,制造业,127,黄山铭聚制冷设备有限公司,1.000.00,2019年2月11日,2019年11月10日,2021年11月10日,
黄山区,高创新材料A-51地块六,安徽黄山太平经济开发区A-51地块六,1.379951,工业用地,挂牌出让,50,制造业,133,安徽高创新材料科技有限公司,1.000.00,2019年2月11日,2019年11月10日,2021年11月10日,
黄山市本级,新园东路,屯溪区新园东路（湖边路-码头路段）,0.415146,城镇村道路用地,划拨,,国家机构,58.5357,黄山市市政工程管理处,0.000.00,2019年1月30日,2019年4月30日,2021年1月30日,
歙县,春宇置业,王村镇王村村,0.888298,城镇住宅用地,挂牌出让,70,房地产业,835.0001,黄山春宇置业有限公司,1.001.60,2019年1月29日,2019年6月30日,2020年6月30日,
歙县,原消防队周边,徽城镇歙州大道旁，原消防队周边,6.113098,城镇住宅用地,挂牌出让,其他商服用地40年; 城镇住宅用地70年;,房地产业,11113.6122,歙县顺通资产投资管理有限公司,1.002.50,2019年1月21日,2019年9月30日,2021年9月30日,
休宁县,齐云山投资集团有限公司,休宁县齐云山镇岩前村,0.119276,其他商服用地,协议出让,36.5,房地产业,58.56,齐云山投资集团有限公司,1.2,2019年1月14日,,,
休宁县,齐云山旅游股份有限公司,休宁县齐云山镇岩前村,0.033537,其他商服用地,协议出让,32.7,房地产业,15.7,齐云山旅游股份有限公司,1.2,2019年1月14日,,,
歙县,昌溪古民居,昌溪乡周邦头组077号,0.01337,高档住宅用地,挂牌出让,70,文化艺术业,4.2116,薛亚,1.281.28,2019年1月11日,,,
歙县,许村古民居,许村镇许村村,0.050009,高档住宅用地,挂牌出让,0,文化艺术业,16.2529,汪芹,1.061.06,2019年1月11日,,,
休宁县,黄山三佳谊华精密机械有限公司,休宁经开区燕窝板块A-02地块,4.56117,工业用地,挂牌出让,50,专用设备制造业,451.5558,黄山三佳谊华精密机械有限公司,1,2019年1月9日,2019年7月9日,2020年7月9日,
歙县,阳产游客服务中心,深渡镇约源村,0.376303,街巷用地,协议出让,50,文化艺术业,93.3231,黄山市歙州阳产土楼文化旅游发展有限公司,0.000.20,2019年1月9日,,,
休宁县,黄山市协恒新材料有限公司,休宁经开区怀玉板块B-03-01,1.283124,工业用地,挂牌出让,50,造纸及纸质品业,127.0292,黄山市协恒新材料有限公司,1.001.60,2019年1月9日,2019年7月9日,2020年7月9日,
歙县,深渡古民居,深渡镇老街32号,0.029661,高档住宅用地,挂牌出让,70,文化艺术业,9.5805,河北中宝旅游开发有限公司,1.091.09,2019年1月9日,,,
休宁县,黄山中乔汽车零配件有限公司,休宁经开区尧舜板块,0.629573,工业用地,挂牌出让,50,专用设备制造业,62.3277,黄山中乔汽车零配件有限公司,1.001.60,2019年1月9日,2019年7月9日,2020年7月9日,
黄山区,综合经济园区A-21地块六,安徽黄山太平经济开发区,0.260299,工业用地,挂牌出让,50,制造业,25,黄山区综合经济园区投资开发有限公司,1.000.00,2019年1月6日,2019年10月5日,2021年10月5日,
