行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,
黄山市本级,仙人洞新苑边角地A地块,黄山市屯溪区,0.0142,公园与绿地,划拨,,国家机构,0,屯溪区住建局,0,2020年5月7日,,,
黄山市本级,茶香苑东侧道路,黄山市屯溪区,0.1097,城镇村道路用地,划拨,,国家机构,0,屯溪区住建局,0,2020年5月6日,,,
黄山市本级,百鸟亭路C地块,黄山市屯溪区,0.0053,城镇村道路用地,划拨,,国家机构,0,屯溪区住建局,0,2020年5月6日,,,
黄山市本级,车管所东侧道路,黄山市屯溪区,0.0525,城镇村道路用地,划拨,,国家机构,0,屯溪区住建局,0,2020年5月6日,,,
黄山市本级,百鸟亭路A地块,黄山市屯溪区,0.7708,城镇村道路用地,划拨,,国家机构,0,屯溪区住建局,0,2020年5月6日,,,
黄山市本级,屯光大道A地块,黄山市屯溪区,0.1894,城镇村道路用地,划拨,,国家机构,0,屯溪区住建局,0,2020年5月6日,,,
黄山市本级,百鸟亭路D地块,黄山市屯溪区,0.0139,城镇村道路用地,划拨,,国家机构,0,屯溪区住建局,0,2020年5月6日,,,
黄山市本级,百鸟亭路B地块,黄山市屯溪区,0.2503,城镇村道路用地,划拨,,国家机构,0,屯溪区住建局,,2020年5月6日,,,
黄山市本级,黄山锋速车技表演边角地,黄山市屯溪区,0.5219,公园与绿地,划拨,,国家机构,0,屯溪区住建局,0,2020年5月6日,,,
歙县,联兴生物质能源,三阳镇叶村村,0.63809,工业用地,挂牌出让,50,其它,93.7992,黄山市联兴生物质能源有限公司,1.000.00,2020年4月30日,2020年11月30日,2021年11月30日,
歙县,网球培训中心,桂林镇竦口村,2.81854,体育用地,协议出让,50,体育,845.562,安徽辉煌农业生态环境开发有限责任公司,0.5,2020年4月28日,2020年10月30日,2021年10月30日,
黄山市本级,党群服务中心,屯溪区屯光镇码头路,0.312781,机关团体用地,划拨,,国家机构,,黄山市住房和城乡建设局,0.780.78,2020年4月27日,2020年7月27日,2022年4月27日,
祁门县,平里镇老年养护院地块二,祁门县平里镇,0.1019,社会福利用地,划拨,,社会福利业,,祁门县民政局,0.601.20,2020年4月27日,2020年5月30日,2021年5月30日,
祁门县,平里镇老年养护院地块一,祁门县平里镇,0.198,社会福利用地,划拨,,社会福利业,,祁门县民政局,1.001.80,2020年4月27日,2020年5月30日,2021年5月30日,
歙县,三阳幼儿园,三阳镇三阳村,0.545521,教育用地,协议出让,50,教育业,294.5814,黄山紫荆时代研学教育发展有限公司,0.000.80,2020年4月24日,2020年11月30日,2022年5月30日,
黄山市本级,海尚文旅（海南自贸区）集团有限公司,屯溪区黎阳镇新江村鬲山景区,1.372527,其他商服用地,挂牌出让,40,商务服务业,679.4009,海尚文旅（海南自贸区）集团有限公司,1.2,2020年4月20日,2020年8月29日,2021年8月29日,
黄山市本级,杭州毓发实业有限公司,阜上路东侧、北海路南侧、荷花西路北侧,1.543131,城镇住宅用地,挂牌出让,70,房屋和土木工程业,25415.3676,杭州毓发实业有限公司,1.002.20,2020年4月20日,2020年8月29日,2022年8月29日,
黄山市本级,黄山振州电子科技股份有限公司,九龙低碳经济园区，凤山路北侧，呈祥路西侧,2.011224,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,362.0203,黄山振州电子科技股份有限公司,1.2,2020年4月20日,2020年8月29日,2021年8月29日,
徽州区,年产1000吨聚氨酯树脂搬迁升级等项目,徽州区循环园紫金路南侧、黄山神剑东侧,2.5011,工业用地,挂牌出让,50,化学原料及化学制品制造业,360.1584,黄山中泽新材料有限公司,1,2020年4月17日,2021年11月17日,2024年11月17日,
歙县,笑梅剪纸,富埸镇徐村村,0.87587,商务金融用地,挂牌出让,40,文化艺术业,591.2123,黄山一枝梅剪纸艺术传播中心,0.801.00,2020年4月17日,2020年12月30日,2021年12月30日,
休宁县,高新电子产业园新塘路（科技路-滨铁路段）,休宁县海阳镇新塘村,0.3989,城镇村道路用地,划拨,,专业技术服务业,111.2642,休宁县新城区建设有限公司,,2020年4月15日,2020年7月15日,2021年7月15日,
黄山区,三口镇联中村联中组局部地块,三口镇联中村,0.1369,城镇住宅用地,挂牌出让,70,文化、体育和娱乐业,573,汪珺娴,1.011.02,2020年4月13日,2021年1月13日,2023年1月13日,
黄山区,原贤村乡政府地块,焦村镇贤村村,0.133095,其他商服用地,挂牌出让,40,文化、体育和娱乐业,97,刘亚凯,0.901.00,2020年4月13日,2021年1月13日,2023年1月13日,
黄山区,汤家庄秧溪河南侧局部地块,焦村镇汤家庄村,1.131186,其他商服用地,挂牌出让,40,文化、体育和娱乐业,890,黄山颐居投资有限公司,0.700.80,2020年4月13日,2021年1月13日,2023年1月13日,
黄山市本级,黄山神州教育咨询有限公司,黄山经济开发区，祁门路北侧，黄山市博瑞永禾房地产有限公司用地南侧，黄山经济开发区管委会用地西侧，道路东侧,0.385332,教育用地,挂牌出让,50,教育业,468.1784,黄山神州教育咨询有限公司,0.75,2020年4月9日,2020年8月19日,2021年8月19日,
黄山区,新华乡集镇北侧局部地块,新华乡,0.053281,其他商服用地,挂牌出让,32.5,电力、燃气及水的生产和供应业,17,黄山市黄山区新华加油站,0.400.50,2020年4月9日,,,
黄山区,黄山区政务服务大楼,甘棠镇彩虹路北侧,1.233614,机关团体用地,划拨,,国家机构,,黄山市黄山区机关事务管理服务中心,1,2020年4月7日,2021年1月7日,2023年1月7日,
歙县,恒强铝业,歙县经济开发区,9.332873,工业用地,挂牌出让,50,金属制品业,1371.9323,恒强铝业股份有限公司,1.000.00,2020年4月3日,2020年10月30日,2022年10月30日,
歙县,方鼎机械,歙县经济开发区城西园区,1.273222,工业用地,挂牌出让,50,专用设备制造业,187.1636,黄山市方鼎机械科技有限公司,1.000.00,2020年4月3日,2020年10月30日,2021年10月30日,
歙县,大山公墓,桂林镇吴川村（问政山脚）,0.258808,殡葬用地,协议出让,50年,公共设施管理业,31.057,歙县大山公墓,0.000.00,2020年4月1日,2020年6月30日,2021年6月30日,
黄山区,贝基精密模具配件（黄太平经开区A-49地块四）,黄山太平经开区A-49地块四,1.4944,工业用地,挂牌出让,50,制造业,144,黄山贝基精密模具配件有限公司,1.000.00,2020年3月30日,2020年12月30日,2022年12月30日,
徽州区,岩寺镇上街社区幼儿园及活动中心,徽州区岩寺镇,0.0444,教育用地,划拨,,教育业,8.9781,黄山市徽州区岩寺镇上街社区居民委员会,1.5,2020年3月26日,2021年10月25日,2024年10月25日,
休宁县,黄山衡运置业有限公司,休宁县东临溪镇广源路北侧,5.819932,城镇住宅用地,挂牌出让,70,房地产业,13094.847,黄山衡运置业有限公司,1.001.60,2020年3月25日,2020年8月25日,2022年8月25日,
休宁县,休宁县和福园家庭农场,休宁县五城镇星洲村,0.195262,其他商服用地,挂牌出让,40,商务服务业,64.63,休宁县和福园家庭农场,1.502.20,2020年3月25日,2020年8月25日,2021年8月25日,
休宁县,横江路东侧开发项目,休宁县横江路东侧,2.295565,城镇住宅用地,挂牌出让,70,房地产业,6060.2916,休宁润泉置业有限公司,1.002.00,2020年3月23日,2020年11月23日,2021年11月23日,
休宁县,时代花园项目,休宁经开区尧舜板块2-13地块,1.707799,城镇住宅用地,挂牌出让,70,房地产业,2817.8683,黄山市悦华置业有限公司,1.001.80,2020年3月23日,2020年8月23日,2021年8月23日,
徽州区,环保胶黏剂水性墨UV光固化产品技术改造项目,区循环园昌平路南侧、万丽美项目北侧,1.8808,工业用地,挂牌出让,50,化学原料及化学制品制造业,270.8352,黄山万丽美油墨科技有限公司,1,2020年3月19日,2021年10月18日,2024年10月18日,
徽州区,黄山市徽州区城市建设投资有限公司,徽州区西溪南北入口地块,0.4626,交通服务场站用地,挂牌出让,50,公共设施管理业,104.085,黄山市徽州区城市建设投资有限公司,,2020年3月19日,2021年10月18日,2023年10月18日,
祁门县,商服项目,芦溪乡奇口村,0.097115,其他商服用地,挂牌出让,40,商务服务业,51,黄山市祁红文化旅游发展有限公司,1.002.00,2020年3月18日,2020年12月30日,2022年12月30日,
歙县,现代农业产业园,郑村镇郑村村,1.383648,其他商服用地,挂牌出让,40,农业,539.6227,黄山四月乡村农艺场有限公司,0.701.50,2020年3月18日,2020年9月30日,2022年9月30日,
休宁县,黄山市徽国商实业有限公司,齐云山大道南侧,3.420148,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,房地产业,4668.502,黄山市徽国商实业有限公司,1.502.00,2020年3月16日,2020年7月16日,2022年7月16日,
休宁县,黄山市徽国商实业有限公司,万安镇海宁上观村,3.394586,其他商服用地,挂牌出让,40,房地产业,2332.08,黄山市徽国商实业有限公司,0.801.10,2020年3月16日,2020年7月16日,2022年7月16日,
歙县,生活垃圾中心转运站工程,富堨镇云川村,0.325647,公用设施用地,划拨,,其他服务业,71.6423,歙县城市管理行政执法局,0.5,2020年3月12日,,,
歙县,歙县10千伏徽州路01开闭所新建工程,徽城镇徽州路（多景园对面、瓮城城墙外）,0.030429,公用设施用地,划拨,,其它,6.6944,国网安徽省电力有限公司歙县供电公司,0.7,2020年3月12日,2020年6月30日,2021年6月30日,
歙县,歙县中心城区餐厨垃圾集中处理项目,富堨镇云川村,0.370106,公用设施用地,划拨,,其他服务业,81.4233,歙县城市管理行政执法局,0.5,2020年3月12日,,,
黄山市本级,万贯洲公交首末站项目,黎阳镇,0.154605,交通服务场站用地,划拨,,城市公共交通业,34.7861,黄山市公共交通有限公司,,2020年3月9日,2020年6月9日,2022年3月9日,
黄山市本级,奕棋镇中心小学教辅楼,奕棋镇,0.227467,教育用地,划拨,,教育业,59.7492,黄山市屯溪区教育局,0.7,2020年3月6日,2020年6月6日,2022年3月6日,
休宁县,安徽黄山横江（城南）110千伏输变电工程,休宁县海阳镇横江路西侧,0.420254,公用设施用地,划拨,,其它,157.5952,国网安徽省电力有限公司黄山供电公司,0.200.20,2020年3月5日,2020年6月1日,2021年6月1日,
祁门县,历口镇公安派出所业务用房,祁门县历口镇,0.327538,机关团体用地,划拨,,国家机构,,祁门县公安局,1.002.00,2020年3月2日,2020年12月31日,2022年12月31日,
徽州区,北快速路1#开闭所项目,徽州区西溪南镇,0.1798,公用设施用地,划拨,,公共设施管理业,33.0216,黄山市徽州区城市建设投资有限公司,0.2,2020年3月2日,2021年10月1日,2024年10月1日,
黄山市本级,商山路,黎阳镇,14.689351,城镇村道路用地,划拨,,其他服务业,1753.4229,黄山市文化产业投资集团有限公司,,2020年3月2日,2020年6月2日,2022年3月2日,
祁门县,工业,平里镇平里村,0.877628,工业用地,挂牌出让,50,农副食品加工业,86,安徽省华茗园祁门红茶股份有限公司,1,2020年2月27日,2020年12月30日,2022年12月30日,
黄山市本级,战兴二路,黄山经济开发区,0.970021,城镇村道路用地,划拨,,其他服务业,29.8281,黄山市开发投资集团有限公司,,2020年2月27日,2020年5月27日,2022年2月27日,
